FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,marche_nom,jour,organisme,geometry
_mview_marche_marches.fid--c72d8f_193db82c344_-594b,Kara,Dankpen,Dankpen 3,Bapuré,Bapure,Marché de Bapure,"{jeudi,lundi}",Non,"MULTIPOLYGON (((0.6210566666666666 9.522246666666666, 0.6198031181785743 9.522447131829583, 0.6198149999999999 9.521821666666666, 0.6198876965833252 9.521280943976315, 0.6212896120957726 9.521209430018056, 0.6210566666666666 9.522246666666666)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-594a,Kara,Dankpen,Dankpen 3,Nandouta,Nandoutaou,Marché de Nandouta,{samedi},Non,"MULTIPOLYGON (((0.4082616666666666 9.595151666666668, 0.4074383333333334 9.595291666666666, 0.4074383333333334 9.595291666666666, 0.4074383333333334 9.595291666666666, 0.4073666666666666 9.595885, 0.4086791498563554 9.59557635159746, 0.4082616666666666 9.595151666666668)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5949,Savanes,Tône,Tône 3,Lotogou,Lotogou,Marché de Lotogou,"{dimanche,jeudi}",Oui,"MULTIPOLYGON (((0.024868253869976 10.7988725076564, 0.0246263492260048 10.798308919476066, 0.0250264222910341 10.797979905346843, 0.0254575087719571 10.79770877306212, 0.0257955550051989 10.797836723159556, 0.0262359455108901 10.798107855328801, 0.0260064462332764 10.799052246367207, 0.0255102315789765 10.799338609514788, 0.0251070571723579 10.799286820455132, 0.024868253869976 10.7988725076564)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5948,Kara,Dankpen,Dankpen 3,Nandouta,Kloukpon,Marché de Kloukpon,{vendredi},Non,"MULTIPOLYGON (((0.3144833333333333 9.493325, 0.314465 9.493374222752252, 0.3145033333333334 9.493526666666666, 0.3143966666666667 9.493686666666667, 0.3143883333333333 9.493915, 0.3143883333333333 9.494008333333333, 0.31444 9.49414, 0.314675 9.494056666666667, 0.3148766666666667 9.494175, 0.31506 9.494131666666668, 0.3152533333333333 9.493953333333334, 0.3153133333333333 9.493841666666667, 0.3151816666666667 9.49367, 0.3151133333333334 9.49366, 0.314935 9.493596666666667, 0.3148733333333333 9.493488333333334, 0.3147033333333333 9.493371666666667, 0.3145733333333334 9.493301666666667, 0.3144833333333333 9.493325)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5947,Kara,Dankpen,Dankpen 3,Nandouta,Possao,Marché de Possao,{mercredi},Non,"MULTIPOLYGON (((0.2468217939613775 9.554131892376896, 0.2468404128641383 9.553420416670619, 0.2459839433371402 9.553447957693367, 0.2459748121834555 9.554108462617416, 0.2468217939613775 9.554131892376896)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5946,Kara,Doufelgou,Doufelgou 1,Pouda,Boulola,Marché de Pouda Marché,{mercredi},Non,"MULTIPOLYGON (((1.2615866666666666 9.873776666666666, 1.2623250000000001 9.873726666666666, 1.2624016666666666 9.874301666666666, 1.2615049999999999 9.874246666666666, 1.2615866666666666 9.873776666666666)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5945,Kara,Dankpen,Dankpen 1,Koulféikou,Koulfiekou,Marché de Koulfiekou,{jeudi},Non,"MULTIPOLYGON (((0.401958242116899 9.985513673746649, 0.401764950867649 9.985312259960143, 0.40155 9.984919999999999, 0.4021116666666666 9.984736666666667, 0.4022433333333333 9.98514, 0.401958242116899 9.985513673746649)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5944,Kara,Dankpen,Dankpen 2,Namon,Namon,Marché de Namon,{jeudi},Non,"MULTIPOLYGON (((0.8080832547825182 9.728193476596458, 0.8078029810693999 9.727359722444904, 0.8093470344343979 9.727404926036568, 0.8092145414063785 9.728198499205524, 0.8080832547825182 9.728193476596458)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5943,Kara,Dankpen,Dankpen 2,Natchitikpi,Natchitikpi,Marché de Natchitikpi,{lundi},Non,"MULTIPOLYGON (((0.7390974265706345 9.690590253866725, 0.7384299684089771 9.690562675781749, 0.7381901630814358 9.690038691736577, 0.738765695867535 9.689873222920731, 0.7390974265706345 9.690590253866725)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5942,Kara,Dankpen,Dankpen 3,Kidjabou,Kidjaboun,Marché de Kidjaboun,{vendredi},Non,"MULTIPOLYGON (((0.466105 9.782681666666667, 0.46571 9.78261, 0.46571 9.78261, 0.4656783333333333 9.782431666666668, 0.4654216666666667 9.782495, 0.4653983333333333 9.782784999999999, 0.46499 9.783105, 0.4648333333333333 9.783505, 0.4650016666666666 9.783555, 0.466105 9.782681666666667)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5941,Kara,Doufelgou,Doufelgou 1,Siou,Kamante,Marché de Kamante,{samedi},Non,"MULTIPOLYGON (((1.1959203451465452 9.824077479745625, 1.1956609733298373 9.82400307372931, 1.1958054335821808 9.823656923781268, 1.1960352567109092 9.823737799969773, 1.1959203451465452 9.824077479745625)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5940,Kara,Doufelgou,Doufelgou 1,Siou,Siou,Marché Cantonale de Siou,{mardi},Non,"MULTIPOLYGON (((1.20123 9.822955, 1.2013800000000001 9.821976666666666, 1.2013657714130745 9.82195057840916, 1.2013657714130745 9.82195057840916, 1.200553542283777 9.821759389848545, 1.200621228044552 9.822968766790165, 1.20123 9.822955)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-593f,Kara,Doufelgou,Doufelgou 1,Siou,Hagouba,Marché Nigougou,{vendredi},Non,"MULTIPOLYGON (((1.2087520005459174 9.809609177581418, 1.2085617735648029 9.809646666726657, 1.2085498843784837 9.809227256672575, 1.2087472448713907 9.809243658193042, 1.2087520005459174 9.809609177581418)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-593e,Kara,Doufelgou,Doufelgou 1,Siou,Koukou,Petit Marché Koukou,"{mardi,samedi}",Non,"MULTIPOLYGON (((1.181261979680789 9.794773251507536, 1.1811052441658156 9.794605929713956, 1.1811392035273935 9.794387124164306, 1.1812867961373268 9.794390985439962, 1.1814147968078885 9.794445043294427, 1.181444837781592 9.794665135896713, 1.181261979680789 9.794773251507536)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-593d,Kara,Doufelgou,Doufelgou 1,Siou,Kpadibe,Marché de Kpadibe,{jeudi},Non,"MULTIPOLYGON (((1.1947059004081004 9.81117391055164, 1.195043865093835 9.811027670491413, 1.1953377474292566 9.811622765778916, 1.1948895768677383 9.811727015938233, 1.1945854086505772 9.811462046719038, 1.1947059004081004 9.81117391055164)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-593c,Plateaux,Amou,Amou 3,Hihéatro,Elavagnon,Marché de Elavagnon,{samedi},Non,"MULTIPOLYGON (((1.095167676565134 7.528039568009082, 1.0949077542357597 7.527970765039543, 1.0949383333333331 7.527825514326069, 1.09496509004371 7.527810224777283, 1.095221189985888 7.527928718780379, 1.095167676565134 7.528039568009082)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-593b,Kara,Doufelgou,Doufelgou 1,Agbandè-Yaka,Agnoutè,Marché Toyaya,{mercredi},Non,"MULTIPOLYGON (((1.1061902503308452 9.743466906748436, 1.106017930966068 9.743132546443848, 1.106450524371394 9.743033476659622, 1.1065205291133344 9.743468675849687, 1.1061902503308452 9.743466906748436)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-593a,Kara,Doufelgou,Doufelgou 1,Niamtougou,Tiyakou,Marché de Tiyakou,{jeudi},Non,"MULTIPOLYGON (((1.115153007997729 9.779608822688472, 1.114627460575863 9.779798166215615, 1.1147094007652933 9.779149385740444, 1.115266028948668 9.779113187650886, 1.115153007997729 9.779608822688472)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5939,Kara,Doufelgou,Doufelgou 1,Niamtougou,Niamtougou,Marché de Niamtougou,"{mercredi,dimanche}",Non,"MULTIPOLYGON (((1.1081249155413349 9.765231621748708, 1.1091343275656051 9.764949474705912, 1.1089469965202674 9.764653564434125, 1.1092031789819974 9.76438796440004, 1.1089403796626682 9.763764567617196, 1.107142000766456 9.764014839786975, 1.1081249155413349 9.765231621748708)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5938,Kara,Doufelgou,Doufelgou 1,Niamtougou,Agbande,Petit Marché d'agbande,{vendredi},Non,"MULTIPOLYGON (((1.1003998759076525 9.7534531022856, 1.1004083899467225 9.753491243082873, 1.1004304490479495 9.753489717451068, 1.1004329645594928 9.753451195245626, 1.1003998759076525 9.7534531022856)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5937,Kara,Doufelgou,Doufelgou 1,Ténéga,Bidigou,Marché de Tenega,"{lundi,mardi,dimanche,samedi,mercredi,jeudi,vendredi}",Oui,"MULTIPOLYGON (((1.1349033333333334 9.814775, 1.1347316841652815 9.815138223799002, 1.1342825697286432 9.814815429248428, 1.1343221974730524 9.814471808897268, 1.1345455313380168 9.814355571559798, 1.134822925548882 9.814529985025615, 1.1349033333333334 9.814775)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5936,Kara,Doufelgou,Doufelgou 1,Ténéga,Djeregou,Marché de Djeregou,{vendredi},Non,"MULTIPOLYGON (((1.144174770062687 9.819025795198572, 1.1443250950070512 9.818861914521554, 1.144561776834348 9.81887452073036, 1.1445793680512413 9.819240100576872, 1.1443970590761614 9.8192590098683, 1.1442307421164395 9.819247979448429, 1.144174770062687 9.819025795198572)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5935,Kara,Doufelgou,Doufelgou 1,Baga,Koudougoua,Marché de Koudougoua,{mercredi},Non,"MULTIPOLYGON (((1.1016212528235285 9.787460868261126, 1.1018043534490016 9.787685275509507, 1.1020251512620722 9.787675419788943, 1.1020266899227904 9.78739112003142, 1.1016212528235285 9.787460868261126)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5934,Kara,Doufelgou,Doufelgou 1,Baga,Samaragou,Marché de Baga,{vendredi},Oui,"MULTIPOLYGON (((1.1019930865925849 9.790280693604874, 1.102777416717803 9.7901817108556, 1.1025380571155567 9.789501466908197, 1.1023350288815084 9.789535163235607, 1.102320068906368 9.789453028431547, 1.1020443779359232 9.789436180264103, 1.1019930865925849 9.790280693604874)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5933,Kara,Doufelgou,Doufelgou 1,Baga,Kirgah,Marché de Kirgah,{dimanche},Non,"MULTIPOLYGON (((1.0982555782636019 9.794113622701461, 1.0981733333333332 9.793608333333333, 1.0986583333333333 9.793561666666667, 1.0987410080940723 9.794066412173178, 1.0987410080940723 9.794066412173178, 1.0982555782636019 9.794113622701461)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5932,Kara,Doufelgou,Doufelgou 1,Baga,Samaragou,Marché de Samaragou,{mardi},Non,"MULTIPOLYGON (((1.1059970015000604 9.78873117776703, 1.1065603682489467 9.788440727133143, 1.1062917430441794 9.788076744334585, 1.1059298451988684 9.788278957049696, 1.1059970015000604 9.78873117776703)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5931,Kara,Kéran,Kéran 2,Ossacré,Kpaouta,Petit Marché de Kpaouta,"{lundi,vendredi}",Oui,"MULTIPOLYGON (((0.6956316666666668 10.057885, 0.6956033333333332 10.058021666666667, 0.6957033333333332 10.058245, 0.6960833333333334 10.058086666666666, 0.6958283333333333 10.057568333333334, 0.6956316666666668 10.057885)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5930,Kara,Kéran,Kéran 2,Ossacré,Nande,Petit Marché de Nande,{samedi},Non,"MULTIPOLYGON (((0.7544166666666666 10.048585000000001, 0.7541100000000001 10.048725, 0.7540483333333333 10.048595, 0.7543283333333334 10.048463333333332, 0.7544316666666667 10.048578333333333, 0.7544166666666666 10.048585000000001)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-592f,Kara,Kéran,Kéran 2,Ossacré,Pangouda,Marché de Pangouda,{lundi},Non,"MULTIPOLYGON (((0.8087733333333333 10.016901666666666, 0.8098 10.016975, 0.8098299999999999 10.017706666666667, 0.808985 10.01777, 0.8087718303402232 10.016907334855306, 0.8087733333333333 10.016901666666666)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-592e,Kara,Doufelgou,Doufelgou 1,Massédéna,Massedena,Marché de Massedena,{samedi},Non,"MULTIPOLYGON (((1.2859798963954907 9.941156916044243, 1.286356450722913 9.940918324941245, 1.286481968832054 9.940833733508374, 1.286519404057587 9.94074914205361, 1.2865436268505792 9.940716606872874, 1.286603082797014 9.940697085762876, 1.28666914495972 9.940655874526833, 1.2867109843294338 9.940584297104516, 1.2867462174828768 9.94045198728261, 1.2867131864015238 9.940254606956968, 1.2866647408155396 9.94002252224581, 1.286611891085375 9.93996612780513, 1.2864247149577088 9.940011677161817, 1.2862331346858626 9.939885874161245, 1.2858257513491782 9.940345705583614, 1.2859600777466795 9.940504043612378, 1.2859050259444247 9.940566944999782, 1.285993108828032 9.940840240542459, 1.2859975129722125 9.94104629655452, 1.285957875674589 9.941102690808867, 1.2859402590978675 9.941169930099413, 1.2859710881071302 9.941169930099413, 1.2859798963954907 9.941156916044243)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-592d,Kara,Doufelgou,Doufelgou 1,Koka,Djaragou,Marché Central de Doufelgou,{dimanche},Oui,"MULTIPOLYGON (((1.1195607200373816 9.785173558251039, 1.1203774122572023 9.785968899843777, 1.1216913259167383 9.784371113464434, 1.1209466947751365 9.783668085023214, 1.1195607200373816 9.785173558251039)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-592c,Kara,Doufelgou,Doufelgou 1,Koka,Kantambolo,Marché de Djara Yakou,{lundi},Non,"MULTIPOLYGON (((1.1227134820966984 9.781048227439358, 1.1226003511352733 9.781283178257732, 1.1229397440195488 9.781329247026173, 1.1230145413494166 9.781185512447516, 1.1227134820966984 9.781048227439358)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-592b,Savanes,Oti,Oti 2,Barkoissi,Kpebonga,Marché de Kpebonga,"{lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Non,"MULTIPOLYGON (((0.3492366666666667 10.630173333333335, 0.349233464610185 10.630610092910183, 0.3493868076792321 10.630567744296675, 0.3492366666666667 10.630173333333335)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-592a,Kara,Doufelgou,Doufelgou 3,Léon,Bidjande,Marché de Bidjande,{mardi},Oui,"MULTIPOLYGON (((0.9307426028566367 9.692092980705342, 0.9311581648812683 9.692067199758243, 0.9311959432471438 9.691488560202192, 0.9307309787440595 9.691414081770997, 0.9306147376182883 9.69176928644809, 0.9307426028566367 9.692092980705342)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5929,Kara,Kéran,Kéran 2,Ataloté,Amna-komnte,Marché de Sarfa,{mardi},Non,"MULTIPOLYGON (((0.8545483333333334 9.980308333333333, 0.85458 9.98014, 0.854495 9.980065, 0.8545 9.97996, 0.85445 9.97986, 0.8543466666666667 9.979790000000001, 0.8542500000000001 9.979854999999999, 0.8541833333333333 9.979878333333334, 0.85412 9.98003, 0.8545483333333334 9.980308333333333)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5928,Kara,Kéran,Kéran 2,Ataloté,Outrite,Marché de Kpitindjo,{mercredi},Non,"MULTIPOLYGON (((0.8763133333333334 9.99812, 0.87639 9.998603333333334, 0.8765916666666667 9.9984, 0.8764350000000001 9.998145, 0.8763133333333334 9.99812)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5927,Kara,Doufelgou,Doufelgou 3,Léon,Bidjandè,Marché Bidjandè Bas,{jeudi},Oui,"MULTIPOLYGON (((0.9077350000000001 9.675275, 0.9077350000000001 9.675275, 0.9077350000000001 9.675275, 0.9077350000000001 9.675275, 0.9077483333333334 9.675276666666667, 0.9077633333333334 9.675276666666667, 0.9077666666666667 9.675273333333333, 0.9077750000000001 9.675271666666667, 0.9077916666666667 9.675266666666666, 0.9078 9.675266666666666, 0.9078083333333333 9.675256666666666, 0.9078149999999999 9.675255, 0.9078233333333333 9.675248333333334, 0.9078316666666667 9.675244999999999, 0.9078416666666667 9.675241666666667, 0.9078516666666666 9.675233333333333, 0.90786 9.675225000000001, 0.907875 9.675216666666667, 0.90788 9.675211666666666, 0.9078883333333334 9.675208333333334, 0.9079083333333333 9.675201666666668, 0.9079149999999999 9.675199999999998, 0.9079183333333333 9.675195, 0.9079333333333334 9.675183333333333, 0.9079533333333334 9.675168333333334, 0.9079633333333333 9.675158333333334, 0.90797 9.675153333333332, 0.90798 9.675141666666667, 0.9079933333333333 9.675135000000001, 0.9079983333333334 9.675135000000001, 0.9080100000000001 9.675128333333333, 0.908015 9.67512, 0.9080166666666667 9.675101666666666, 0.9080183333333333 9.67509, 0.90802 9.675083333333333, 0.9080183333333333 9.675066666666668, 0.9080183333333333 9.675061666666666, 0.9080166666666667 9.675054999999999, 0.9080116666666667 9.675036666666667, 0.9080066666666667 9.675025, 0.9079999999999999 9.675016666666666, 0.9079833333333334 9.675, 0.9079783333333334 9.674990000000001, 0.9079666666666667 9.67497, 0.907965 9.674961666666666, 0.9079533333333334 9.674946666666667, 0.9079466666666666 9.67494, 0.9079283333333333 9.674935, 0.9079183333333333 9.674935, 0.9078983333333334 9.67494, 0.90789 9.674941666666665, 0.9078716666666666 9.674946666666667, 0.90786 9.674948333333333, 0.9078516666666666 9.674953333333333, 0.90784 9.674958333333333, 0.9078316666666667 9.674961666666666, 0.9078233333333333 9.674961666666666, 0.9077233333333333 9.674981666666667, 0.90771 9.675021666666668, 0.9077033333333334 9.675043333333333, 0.9077016666666666 9.675046666666667, 0.9076633333333334 9.675068333333334, 0.9076566666666667 9.675081666666667, 0.9076483333333333 9.67511, 0.9076433333333332 9.675131666666665, 0.90764 9.675166666666666, 0.9076416666666667 9.675185, 0.9076383333333333 9.675206666666666, 0.9076583333333333 9.675238333333334, 0.9076733333333333 9.675251666666666, 0.9076966666666666 9.675275, 0.9077233333333333 9.675285, 0.9077350000000001 9.675275)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5926,Savanes,Tône,Tône 4,Kantindi,Kantindi,Marché de Kantindi,"{lundi,jeudi}",Oui,"MULTIPOLYGON (((0.2783075883507857 10.894169864796943, 0.2784189660413032 10.894008221682048, 0.278564739783304 10.893943886089517, 0.278754737020069 10.893908501507697, 0.2789258983238789 10.894016263630144, 0.2791363694008127 10.894189969655836, 0.279174041266723 10.894425598500918, 0.2790266296175086 10.894673290055085, 0.2788865885507551 10.894768989009455, 0.2788038742364738 10.894750492575294, 0.2783075883507857 10.894169864796943)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5925,Kara,Doufelgou,Doufelgou 3,Léon,Leon Yaka,Marché de Leon Yaka,{lundi},Oui,"MULTIPOLYGON (((0.9524833333333333 9.650746666666667, 0.952475 9.650748333333333, 0.9524416666666667 9.650738333333333, 0.9524116666666667 9.650735, 0.9523716666666666 9.650711666666666, 0.9523416666666668 9.650688333333333, 0.9523333333333334 9.650655, 0.952325 9.650595000000001, 0.952315 9.650546666666665, 0.95228 9.650495000000001, 0.9522533333333333 9.650463333333333, 0.952255 9.650451666666667, 0.9522633333333334 9.650421666666666, 0.9522633333333334 9.650385, 0.9523050000000001 9.650343333333332, 0.9523383333333334 9.650331666666666, 0.9523783333333333 9.650321666666667, 0.9524733333333334 9.650313333333335, 0.9524716666666666 9.65034, 0.9524633333333333 9.650395, 0.9524483333333333 9.650441666666667, 0.9524416666666667 9.650458333333335, 0.9524383333333333 9.650478333333332, 0.95244 9.65048, 0.95244 9.650491666666666, 0.9524416666666667 9.650508333333333, 0.9524349999999999 9.650535, 0.95243 9.650553333333333, 0.95243 9.650565, 0.95243 9.650575, 0.9524383333333333 9.650598333333333, 0.9524433333333333 9.65062, 0.9524516666666667 9.650643333333333, 0.9524516666666667 9.650665, 0.9524533333333333 9.650671666666666, 0.952465 9.650683333333335, 0.9524666666666667 9.650693333333333, 0.9524783333333333 9.650711666666666, 0.9524833333333333 9.650745, 0.9524866666666667 9.650753333333334, 0.9524866666666667 9.65076, 0.9524833333333333 9.650768333333334, 0.9524833333333333 9.650746666666667)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5924,Kara,Doufelgou,Doufelgou 3,Alloum,Broukou,Grand Marché de Broukou,{vendredi},Oui,"MULTIPOLYGON (((0.9204899999999999 9.73927, 0.9202 9.7392, 0.9201566666666667 9.738476666666665, 0.919435 9.738276666666668, 0.9189116666666667 9.7383, 0.9189050000000001 9.738346666666667, 0.9187716666666667 9.738306666666666, 0.91862 9.738313333333334, 0.9182233333333334 9.7384, 0.9181466666666667 9.738805000000001, 0.9179733333333334 9.738771666666667, 0.9177783333333333 9.73897, 0.9177583333333333 9.739210000000002, 0.91813 9.739344999999998, 0.9182566666666666 9.739951666666666, 0.9183316666666667 9.739998333333334, 0.9190349999999999 9.73991, 0.9191516666666666 9.740165, 0.9196716666666667 9.740326666666666, 0.9201930795122437 9.740320238364678, 0.9204899999999999 9.73927)))"
