FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,marche_nom,jour,organisme,geometry
_mview_marche_marches.fid--c72d8f_193db82c344_-585e,Savanes,Oti,Oti 2,Nagbéni,Gbantchal,Marché Gbantchal,"{vendredi,lundi}",Oui,"MULTIPOLYGON (((0.57151 10.67181, 0.5682066666666666 10.672218333333335, 0.56809 10.670173333333333, 0.5713933333333333 10.669731666666667, 0.571635 10.66966333333333, 0.57151 10.67181)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-585d,Savanes,Oti,Oti 2,Tchanaga,Tchanaga,Marché de Tchanaga,{mercredi},Non,"MULTIPOLYGON (((0.4919240152719286 10.498000850854718, 0.4923637106105445 10.500004428544472, 0.491221815253542 10.500301253764556, 0.4911824395515762 10.498562241081961, 0.4919240152719286 10.498000850854718)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-585c,Savanes,Oti,Oti 2,Tchanaga,Fiégou,Marché de Fiegou,{mercredi},Non,"MULTIPOLYGON (((0.5197233333333333 10.430673333333335, 0.5194762165550766 10.430816465498244, 0.5193403023270357 10.430636621037504, 0.519563943011358 10.43046528263703, 0.5197233333333333 10.430673333333335)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-585b,Savanes,Oti,Oti 2,Galangashie,Galangashie,Marché Galangashie,"{lundi,mardi,jeudi,mercredi,vendredi,samedi,dimanche}",Non,"MULTIPOLYGON (((0.3548753878964424 10.501843008348999, 0.3551994634185106 10.502090918219206, 0.3552525795310486 10.501930272645987, 0.354955398243177 10.501677073898113, 0.3548753878964424 10.501843008348999)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-585a,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Kpayo,Marché de Kpayo,{mercredi},Non,"MULTIPOLYGON (((0.7008183333333334 10.230061666666668, 0.7003416666666666 10.22968, 0.7008255079483049 10.229441395687495, 0.7012104174635038 10.22984909034988, 0.7008183333333334 10.230061666666668)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5859,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Carrefour Gando,Le Marché de Sagbiebou,"{lundi,mardi,jeudi,mercredi,vendredi,samedi,dimanche}",Non,"MULTIPOLYGON (((0.64329 10.244, 0.6445916666666667 10.243693333333333, 0.644615 10.243685, 0.6445083333333332 10.242943333333333, 0.6431679658446504 10.243167568282987, 0.64329 10.244)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5858,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Sabiebou,Nouveau Marché de Sagbiebou,{jeudi},Non,"MULTIPOLYGON (((0.639215 10.233783333333333, 0.6399983333333333 10.236406666666666, 0.638935 10.236866666666666, 0.6379437706635617 10.234222748238938, 0.639215 10.233783333333333)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5857,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Tontondi,Marché de Tontondi,{dimanche},Oui,"MULTIPOLYGON (((0.5619583333333333 10.487421666666668, 0.561685 10.485649999999998, 0.5631133333333334 10.485413333333334, 0.5633400000000001 10.48736, 0.5633383333333333 10.487365512295444, 0.5619583333333333 10.487421666666668)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5856,Savanes,Oti-Sud,Oti-Sud 1,Mogou,Mogou,Marché Napdori,{mardi},Oui,"MULTIPOLYGON (((0.64325 10.38397, 0.6434533333333333 10.384158333333334, 0.64348 10.384145, 0.6439466666666667 10.384103333333334, 0.6445883333333333 10.384105, 0.6443187819560361 10.383265160728948, 0.64325 10.38397)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5855,Savanes,Oti-Sud,Oti-Sud 1,Gando,Nganbi,Marché de Nganbi,{dimanche},Oui,"MULTIPOLYGON (((0.8019808493326525 10.187729042700274, 0.8037188899974677 10.188170012754622, 0.8041598297452275 10.187489306271768, 0.8038729168956578 10.186383526703928, 0.8018475519879544 10.187635369611229, 0.801853627620937 10.187641349454514, 0.8019808493326525 10.187729042700274)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5854,Savanes,Oti-Sud,Oti-Sud 1,Gando,Gando,Ancien Marché de Gando,"{lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Oui,"MULTIPOLYGON (((0.7471176258579307 10.33194254362029, 0.7458399303399319 10.330654250418423, 0.7468948248601299 10.329696973578082, 0.7475762238528938 10.330467936146206, 0.7471176258579307 10.33194254362029)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5853,Savanes,Oti-Sud,Oti-Sud 1,Gando,Takpapieni,Marché de Takpapieni,{mardi},Oui,"MULTIPOLYGON (((0.8732399999999999 10.254805000000001, 0.8737233333333333 10.255675, 0.872835 10.255796666666667, 0.8723333333333334 10.255783333333333, 0.8726794269696706 10.254548295327108, 0.8732399999999999 10.254805000000001)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5852,Savanes,Kpendjal,Kpendjal 1,Koundjoaré,Kpenkankandi,Marché de Kpenkankandi,{mercredi},Non,"MULTIPOLYGON (((0.6310117863718493 10.993346471815112, 0.6313787704722079 10.993686707444727, 0.6321156512451507 10.993149192152629, 0.6315593499501624 10.992603098485713, 0.6310117863718493 10.993346471815112)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5851,Savanes,Oti-Sud,Oti-Sud 1,Gando,Nassikou,Marché de Nassikou,{mercredi},Oui,"MULTIPOLYGON (((0.7279149640933201 10.218730281684277, 0.728443716554219 10.218974470963051, 0.7290510004042882 10.218624991753725, 0.7292805447408757 10.217839156217657, 0.7279149640933201 10.218730281684277)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5850,Savanes,Oti-Sud,Oti-Sud 1,Gando,Gando,Marché de Gando,{samedi},Non,"MULTIPOLYGON (((0.7488383333333334 10.345393333333334, 0.7496998796349549 10.347904983825813, 0.7495686130816154 10.348225699546859, 0.7479969662283572 10.348189523850184, 0.7473708247833081 10.345938992212302, 0.7488383333333334 10.345393333333334)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-584f,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Faingata,Marché de Apeto,{dimanche},Non,"MULTIPOLYGON (((0.6666266666666666 10.012026666666666, 0.6667083333333333 10.012741666666667, 0.6657833333333334 10.01282, 0.6657316666666666 10.011821666666666, 0.6666266666666666 10.012026666666666)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-584e,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Kountoire,Marché de Kountoire,{vendredi},Non,"MULTIPOLYGON (((0.6232512533535481 10.105953835069878, 0.6227332755551904 10.104983250374854, 0.6227332755551904 10.104983250374854, 0.6217535029455653 10.10580315785466, 0.6220861711459316 10.107242272942509, 0.6232512533535481 10.105953835069878)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-584d,Savanes,Tandjoaré,Tandjoaré 1,Boulogou,Dankour,Marché de Dankour,"{mardi,vendredi}",Non,"MULTIPOLYGON (((0.327248084930022 10.61711129107544, 0.3271728223318308 10.61640734289634, 0.3266217058870118 10.616481317188, 0.3266605510989815 10.617163788840784, 0.327248084930022 10.61711129107544)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-584c,Savanes,Tandjoaré,Tandjoaré 1,Boulogou,Tambimongou,Marché de Tambimongou,"{mercredi,samedi}",Non,"MULTIPOLYGON (((0.2501685190575188 10.671307483513859, 0.2504692839283504 10.670976842149086, 0.2506616412413439 10.671124299147934, 0.2503859951948894 10.67149326612687, 0.2501658749707423 10.671304885154832, 0.2501685190575188 10.671307483513859)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-584b,Savanes,Tandjoaré,Tandjoaré 1,Boulogou,Kpimbonga,Marché Local de Kpimbonga,"{dimanche,samedi,vendredi,jeudi,mercredi,mardi,lundi}",Non,"MULTIPOLYGON (((0.2879027213492875 10.604853431166905, 0.2880830762096885 10.604788149174613, 0.2880412796864845 10.604684035623606, 0.2878546267198472 10.604621567475997, 0.2877698885632144 10.604784209743597, 0.2878300068500148 10.604873128317017, 0.2879027213492875 10.604853431166905)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-584a,Savanes,Tandjoaré,Tandjoaré 1,Boulogou,Tannabe,Marché de Tannabe,"{jeudi,dimanche}",Non,"MULTIPOLYGON (((0.2813793536262769 10.625166441614917, 0.2812676060525834 10.625199094251233, 0.2810501513145852 10.625228778463038, 0.2807420904357545 10.625136757397051, 0.2807602116639211 10.624848820334057, 0.2806937671606439 10.62481319923523, 0.2809444441502807 10.624730083321811, 0.2810410907005022 10.624646967385777, 0.2813914344450547 10.624688525356623, 0.2814729799718039 10.624738988599335, 0.2813793536262769 10.625166441614917)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5849,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Youak,Marché de Youak,"{dimanche,jeudi}",Non,"MULTIPOLYGON (((0.20295615657137 10.56252412852033, 0.2033936372829301 10.562737180467677, 0.2030388142173329 10.563186075482506, 0.2026708868907904 10.56290266722717, 0.20295615657137 10.56252412852033)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5848,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Koundoungou,Marché de Koundoungou,"{lundi,vendredi}",Non,"MULTIPOLYGON (((0.1477154221855024 10.523377365479483, 0.1480672553934635 10.52382552173926, 0.1473046612481291 10.524573583399, 0.1468141745591981 10.524116908159579, 0.1477154221855024 10.523377365479483)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5847,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Balitchou,Marché Lamboyenne,{lundi},Non,"MULTIPOLYGON (((0.2060821337730115 10.516173100121955, 0.206743884151021 10.516341144939569, 0.2072916907553335 10.516935764328773, 0.2078000552841355 10.516655690121505, 0.2076554343405969 10.515311330388903, 0.20631440377324 10.514759796497126, 0.205735919999086 10.515126049582049, 0.2060821337730115 10.516173100121955)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5846,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Tambigue,Marché de Tambigue,"{mardi,vendredi}",Non,"MULTIPOLYGON (((0.1739335664212479 10.57186231394777, 0.1740555333234642 10.571934704329186, 0.1745065807354335 10.571593112067104, 0.1741475838157028 10.571494706278697, 0.1739335664212479 10.57186231394777)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5845,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Tamougou Centre,Marché de Tamougou Centre,"{dimanche,jeudi}",Non,"MULTIPOLYGON (((0.1718142806015331 10.59626290469101, 0.1715298509559383 10.595093898847614, 0.1710207218903237 10.595514854723094, 0.1710975178946343 10.596151977129226, 0.1718029034157093 10.596262904691008, 0.1718029034157093 10.596262904691008, 0.1718029034157093 10.596262904691008, 0.1718029034157093 10.596262904691008, 0.1718142806015331 10.59626290469101)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5844,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Yembour Centre,Marché de Yembour Centre,"{samedi,mercredi}",Non,"MULTIPOLYGON (((0.142151390034834 10.538987052157614, 0.1426986977909004 10.5403974221444, 0.1411725511634077 10.541149970308993, 0.1402884386343775 10.540713176619057, 0.1406357685564965 10.539776438344253, 0.140893634710797 10.539839589239184, 0.1410778248210116 10.539081778500014, 0.142151390034834 10.538987052157614)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5843,Savanes,Tandjoaré,Tandjoaré 2,Bagou,Kumbog,Marché de Kumbog,{mardi},Non,"MULTIPOLYGON (((-0.0006681076222762 10.660181074803353, -0.0003758901210043 10.659770659444712, -0.0001309952920032 10.659920641325488, -0.0004516063966375 10.6603508215038, -0.0006681076222762 10.660181074803353)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5842,Savanes,Tandjoaré,Tandjoaré 2,Bagou,Kpark,Marché de Kpark,"{mercredi,samedi}",Non,"MULTIPOLYGON (((0.0604265119906793 10.669239105155363, 0.060697798830487 10.668483083088168, 0.060993380014158 10.668530831905905, 0.0608030743205616 10.669302770085748, 0.0604265119906793 10.669239105155363)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5841,Savanes,Tandjoaré,Tandjoaré 2,Bagou,Bagou Centre,Marché de Bagou Centre,"{jeudi,dimanche}",Oui,"MULTIPOLYGON (((0.0390741000190358 10.683690422340671, 0.038757015902131 10.68377185514231, 0.0388311621192889 10.684135730920758, 0.0391504270072866 10.68399558093757, 0.0390741000190358 10.683690422340671)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5840,Savanes,Tandjoaré,Tandjoaré 1,Bogou,Lombieni,Marché de Lombieni,"{mardi,vendredi}",Oui,"MULTIPOLYGON (((0.1518636998936339 10.611461948710101, 0.1518500266223434 10.61129823187299, 0.1526542635791602 10.61132999783331, 0.1526244309872535 10.611502267022209, 0.1518636998936339 10.611461948710101)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-583f,Savanes,Tandjoaré,Tandjoaré 2,Nano,Nano Centre,Marché de Nano Centre,"{jeudi,dimanche}",Non,"MULTIPOLYGON (((0.1125639560840504 10.702191257413801, 0.113328241034431 10.702730883317956, 0.1129762800951019 10.703824585745398, 0.1114785303876261 10.703635437161084, 0.1113674695036094 10.702855672580375, 0.1125623260463247 10.702189631255628, 0.1125639560840504 10.702191257413801)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-583e,Savanes,Tandjoaré,Tandjoaré 2,Bagou,Nolbagou,Marché de Nolbagou,"{mercredi,vendredi}",Non,"MULTIPOLYGON (((0.0300793732503765 10.656417403550657, 0.0300609441066766 10.656282862361515, 0.0305558982517579 10.656135384451279, 0.0306059202132288 10.656275100368019, 0.0300793732503765 10.656417403550657)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-583d,Savanes,Tandjoaré,Tandjoaré 2,Nano,Kpamboulk,Marché de Kpamboulk,"{lundi,mardi,mercredi,jeudi,vendredi,dimanche,samedi}",Non,"MULTIPOLYGON (((0.09599285701857 10.699096415800916, 0.0960097819491447 10.698866968389103, 0.0961248141044071 10.698893746658646, 0.0960338784604715 10.699036094262297, 0.0960373208192325 10.69910515396673, 0.09599285701857 10.699096415800916)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-583c,Savanes,Tandjoaré,Tandjoaré 2,Nano,Kpierik,Marché de Kpierik,"{vendredi,lundi}",Non,"MULTIPOLYGON (((0.1370832603256295 10.685267267600302, 0.1370791730114418 10.68511288556302, 0.1369964048991405 10.685114642757382, 0.1369284533007697 10.685129955450678, 0.1369059730727372 10.685033309750548, 0.1368967766158149 10.684741866297173, 0.1369836320423039 10.684705718252449, 0.1370855580293427 10.684754671197258, 0.1373186048467543 10.684806285578103, 0.1374505264504308 10.684868433802581, 0.1373477052005065 10.68510444442875, 0.1374245301344122 10.685240560328456, 0.1372561360873663 10.685372482122608, 0.1370815339648534 10.68526686843649, 0.1370832603256295 10.685267267600302)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-583b,Savanes,Oti-Sud,Oti-Sud 2,Nali,Nali,Marché de Nali,{lundi},Non,"MULTIPOLYGON (((0.4541433333333333 10.045085, 0.4560447689016555 10.04493064060033, 0.455896217259042 10.044245782434905, 0.4557341524481612 10.043868772333681, 0.4555977478990029 10.043892709496031, 0.4546 10.043835, 0.4542216666666666 10.044485, 0.4541433333333333 10.045085)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-583a,Savanes,Tandjoaré,Tandjoaré 1,Loko,Natigou,Marché Nabame,"{lundi,samedi}",Non,"MULTIPOLYGON (((0.2352674261506823 10.610906846691773, 0.235271723714713 10.611147618988074, 0.235271723714713 10.611147618988074, 0.2346722135324359 10.61121942823273, 0.2346722135324359 10.61121942823273, 0.2346722135324359 10.61121942823273, 0.2346722135324359 10.61121942823273, 0.234640315300366 10.610983040144372, 0.2352674261506823 10.610906846691773)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5839,Savanes,Tandjoaré,Tandjoaré 1,Loko,Nandobik,Marché de Pont Noir,"{mercredi,samedi}",Oui,"MULTIPOLYGON (((0.2496410647208588 10.60813505595521, 0.2487120180555912 10.608490739182301, 0.2486024357735584 10.60921598101163, 0.2491771339637754 10.60972580344657, 0.2496398147101366 10.608150856281128, 0.2496398147101366 10.608150856281128, 0.2496410647208588 10.60813505595521)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5838,Savanes,Tandjoaré,Tandjoaré 1,Loko,Yoak,Marché Local de Yoak,"{mercredi,samedi}",Non,"MULTIPOLYGON (((0.2108411389257201 10.57343150425409, 0.2112611073490002 10.57349569101011, 0.2114169260219487 10.573103276314647, 0.2110073455101985 10.572712319910993, 0.2106853202527717 10.572850905260305, 0.2106096368973395 10.57297782020952, 0.2108411389257201 10.57343150425409)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5837,Savanes,Oti,Oti 2,Loko,S_lo_marche_de_loko,Marché de Loko,{lundi},Non,"MULTIPOLYGON (((0.26035848264826 10.583618596704241, 0.2605727879172586 10.583724706649626, 0.2608029676506276 10.583379849192877, 0.2606164426942769 10.583232387401816, 0.26035848264826 10.583618596704241)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5836,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,Bombouaka,Marché de Bombouaka,"{mardi,vendredi}",Non,"MULTIPOLYGON (((0.2073514632555113 10.70026303392615, 0.2071645503565713 10.701066267212175, 0.208532255104531 10.701330199634205, 0.2084849353832804 10.700388638789418, 0.2073514632555113 10.70026303392615)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5835,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,Siague,Marché de Siague,"{dimanche,samedi,vendredi,jeudi,mercredi,mardi,lundi}",Non,"MULTIPOLYGON (((0.2263317421132609 10.689627221579512, 0.2263916143695335 10.689947862659105, 0.2260076835261855 10.690011843751423, 0.2260076835261855 10.690011843751423, 0.2260084319293889 10.689777246346992, 0.2261670934085113 10.689600746612848, 0.2263317421132609 10.689627221579512)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5834,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,Nassiete,Marché de Nassiete,"{mercredi,samedi}",Non,"MULTIPOLYGON (((0.1885116666666667 10.717188333333334, 0.1886533333333333 10.716891666666667, 0.1886533333333333 10.716891666666667, 0.1886533333333333 10.716891666666667, 0.18809 10.716653333333333, 0.1879066666666667 10.717076666666665, 0.1885116666666667 10.717188333333334)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5833,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,Nassiete (nenaga),Marché de Nenaga,"{jeudi,dimanche}",Non,"MULTIPOLYGON (((0.1788233333333333 10.729178333333333, 0.1786833333333333 10.729639999999998, 0.1776666666666667 10.729343333333334, 0.1777283333333334 10.728816666666667, 0.1788233333333333 10.729178333333333)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5832,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,Bologou Haut,Marché de Bologou Haut,"{mardi,vendredi}",Non,"MULTIPOLYGON (((0.2378125493766079 10.692711940789458, 0.2378625996456387 10.692759014235843, 0.2379827202913124 10.692732315864165, 0.2380599407063884 10.692651518146084, 0.2380706657640378 10.692511702913542, 0.2377832342190328 10.692468844965036, 0.237735328961532 10.69262622494296, 0.2378618846417953 10.692760419413238, 0.2378125493766079 10.692711940789458)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5831,Savanes,Tandjoaré,Tandjoaré 1,Goundoga,Kpierik,Marché de Kpierik,"{mardi,vendredi}",Non,"MULTIPOLYGON (((0.1589349215851758 10.671550087598373, 0.1587357931051499 10.670808684611067, 0.1580277041457094 10.671406085118072, 0.1589349215851758 10.671550087598373)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5830,Savanes,Tandjoaré,Tandjoaré 1,Goundoga,Goundoga,Marché de Pouk,"{mardi,vendredi}",Oui,"MULTIPOLYGON (((0.1588160488240183 10.67121286032788, 0.1584640456040356 10.671295086170648, 0.1583284378061733 10.671184506583836, 0.1586429324863218 10.670844261449108, 0.1587713271034467 10.670922234326111, 0.1587713271034467 10.670922234326111, 0.1587713271034467 10.670922234326111, 0.1587713271034467 10.670922234326111, 0.1587713271034467 10.670922234326111, 0.1587713271034467 10.670922234326111, 0.1587713271034467 10.670922234326111, 0.1588160488240183 10.67121286032788)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-582f,Savanes,Tandjoaré,Tandjoaré 1,Goundoga,Goundoga Centre,Marché de Gbengue,"{mercredi,samedi}",Oui,"MULTIPOLYGON (((0.1593159211853729 10.682177705632123, 0.159141567911853 10.68301892826233, 0.1598421225063567 10.683069864603661, 0.1599657920203416 10.682286714841437, 0.1593159211853729 10.682177705632123)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-582e,Savanes,Tandjoaré,Tandjoaré 1,Goundoga,Sankpong,Marché de Sakpong,"{lundi,vendredi}",Non,"MULTIPOLYGON (((0.1520945476025289 10.717738255592836, 0.1521660373632096 10.716313330092957, 0.1510494353868631 10.716239742208963, 0.1508928387682291 10.717654633389598, 0.1520945476025289 10.717738255592836)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-582d,Savanes,Tandjoaré,Tandjoaré 1,Goundoga,Gabiok,Marché de Gabiok,"{jeudi,mardi}",Non,"MULTIPOLYGON (((0.1517658285839692 10.701989801047336, 0.1523138614317276 10.701975971177223, 0.1522487660372908 10.702453101331443, 0.1517922186087409 10.702468659910787, 0.1517658285839692 10.701989801047336)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-582c,Savanes,Tandjoaré,Tandjoaré 1,Bogou,Bogou Centre,Marché de Bogou Centre,"{lundi,jeudi}",Non,"MULTIPOLYGON (((0.1746868790597517 10.65880994410273, 0.1742390317044038 10.658605697873615, 0.1743379261938103 10.658102605438929, 0.1757189143348198 10.658309722093687, 0.1752862564832834 10.658614621952442, 0.17517 10.658710000000001, 0.1748372720190349 10.65891178966518, 0.1746868790597517 10.65880994410273)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-582b,Savanes,Tandjoaré,Tandjoaré 1,Bogou,Gounkogou,Marché Nadare,"{mercredi,samedi}",Oui,"MULTIPOLYGON (((0.178245 10.630753333333333, 0.1782134871330206 10.630791809910873, 0.177678367218725 10.630622242740905, 0.1777066630150426 10.630470771636059, 0.1777153498087893 10.629976334485116, 0.1777153498087893 10.629976334485116, 0.1777652783863817 10.6299772110139, 0.1778233333333333 10.630040000000001, 0.1780590558814313 10.630365674354845, 0.178245 10.630753333333333)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-582a,Savanes,Tandjoaré,Tandjoaré 1,Nandoga,Natigou,Marché de Natigou,Nsp,Oui,"MULTIPOLYGON (((0.220085 10.623066666666666, 0.2202516666666666 10.62293, 0.2204972294228036 10.623010459400318, 0.2204277434207292 10.623292176594328, 0.2202433528366179 10.623303481798052, 0.2200833333333333 10.623455000000002, 0.2198823454961392 10.623350866602967, 0.220085 10.623066666666666)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5829,Savanes,Tandjoaré,Tandjoaré 1,Nandoga,Nandoga Centre,Grand Marché de Tandjouare,"{mercredi,samedi}",Oui,"MULTIPOLYGON (((0.2041197193420292 10.670517246370286, 0.2041331966317946 10.669798490628361, 0.2048106896211532 10.669821413410354, 0.2047821799697264 10.670534565764793, 0.2041197193420292 10.670517246370286)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5828,Savanes,Tandjoaré,Tandjoaré 1,Nandoga,Moumouane Centre,Marché de Moumouane,"{jeudi,dimanche}",Non,"MULTIPOLYGON (((0.2414516666666667 10.638623333333332, 0.2409833333333333 10.638446666666669, 0.2405983333333333 10.639376666666665, 0.2405083333333334 10.639378333333331, 0.2412216666666667 10.639634999999998, 0.2414516666666667 10.638623333333332)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5827,Savanes,Tandjoaré,Tandjoaré 2,Mamproug,Tolong,Marché de Tolong,{lundi},Non,"MULTIPOLYGON (((-0.0175521126008293 10.67189407037691, -0.0174853561017474 10.672367432466132, -0.0181843359156644 10.672442038380352, -0.0182929788455429 10.671903074553962, -0.0176018527374002 10.67178216129702, -0.0175521126008293 10.67189407037691)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5826,Savanes,Tandjoaré,Tandjoaré 2,Mamproug,Tambimongou /mambabga,Grand Marché de Tambimongou / Mambabga,"{lundi,vendredi}",Non,"MULTIPOLYGON (((-0.0462728951558535 10.640489377697577, -0.0443856086527616 10.6404409305156, -0.0436813972710109 10.638551484415657, -0.0453855888148476 10.636343655280024, -0.0472165384073994 10.637056529757078, -0.047822160195705 10.639271274786303, -0.0462728951558535 10.640489377697577)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5825,Savanes,Tandjoaré,Tandjoaré 2,Mamproug,Mambabga Du Ghana,Grand Marché de Mambabga du Ghana,{lundi},Non,"MULTIPOLYGON (((-0.0496888794523256 10.63106645109333, -0.0509134716799134 10.62915106325018, -0.0492492822424223 10.627424074211273, -0.0480246900148344 10.62893126464523, -0.0481502892176639 10.630438455079185, -0.0496888794523256 10.63106645109333)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5824,Savanes,Tandjoaré,Tandjoaré 2,Doukpergou,Dopkolounoik,Marché de Dokpolou Centre,{samedi},Non,"MULTIPOLYGON (((0.0923453953863641 10.673596792126133, 0.0922823802226352 10.673759594619144, 0.0925750958218918 10.673876452796568, 0.0926320127439695 10.673722639459665, 0.0923453953863641 10.673596792126133)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5823,Savanes,Tandjoaré,Tandjoaré 2,Doukpergou,Barkosse,Marché de Barkosse,"{jeudi,dimanche}",Oui,"MULTIPOLYGON (((0.0634880020737965 10.664744302308188, 0.0633171300532167 10.66446279638957, 0.0640292757357654 10.664165251714145, 0.0640613105237696 10.664565649898863, 0.0634880020737965 10.664744302308188)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5822,Savanes,Tandjoaré,Tandjoaré 2,Doukpergou,Sirbagou,Marché de Sirbagou,"{vendredi,lundi}",Oui,"MULTIPOLYGON (((0.0840802079624681 10.639763522657082, 0.0835129179289018 10.640323720287398, 0.0829510435519804 10.639888602502248, 0.0836713258857687 10.639244573815409, 0.0840802079624681 10.639763522657082)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5821,Savanes,Tandjoaré,Tandjoaré 2,Doukpergou,Mologou,Marché Mologou,"{dimanche,jeudi}",Oui,"MULTIPOLYGON (((0.0739517338990654 10.663893358604229, 0.0743201228453618 10.663641663730392, 0.0733482777203703 10.662655569479375, 0.0727483300078303 10.663300323774349, 0.0728149908647792 10.663541675298074, 0.0739517338990654 10.663893358604229)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5820,Savanes,Tandjoaré,Tandjoaré 2,Doukpergou,Liek,Marché de Liek,"{jeudi,dimanche}",Oui,"MULTIPOLYGON (((0.0418125123416409 10.652127865504765, 0.0419390422534518 10.651936791829657, 0.0424605923777454 10.652164260476914, 0.0429451093571188 10.652522144138072, 0.0433802488099318 10.652795105969869, 0.0439203155066856 10.653095363702324, 0.0432166857532007 10.653438081762497, 0.0418125123416409 10.652127865504765)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-581f,Savanes,Tône,Tône 1,Bidjenga,Yandong,Marché de Samomoni Yandong,"{lundi,vendredi}",Non,"MULTIPOLYGON (((0.3301305254437664 10.688799031362361, 0.3302473401944202 10.688548198425764, 0.3307535374472531 10.688624723750426, 0.3305501932516707 10.68904419555772, 0.3301305254437664 10.688799031362361)))"
