FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,cooperative_type,cooperative_nom,geometry
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6756,Savanes,Tandjoaré,Tandjoaré 1,Nandoga,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.2416961753643876 10.648735633009055, 0.2414483333333334 10.648685, 0.2411733333333333 10.649808333333333, 0.2414562293712898 10.64978585174508, 0.2416004508808362 10.649254728301269, 0.2416961753643876 10.648735633009055)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6757,Savanes,Tandjoaré,Tandjoaré 2,Sissiak,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.1044083333333333 10.711413333333333, 0.10429 10.711659999999998, 0.1047233333333333 10.711944999999998, 0.1048316666666667 10.71176, 0.1044083333333333 10.711413333333333)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6758,Savanes,Tandjoaré,Tandjoaré 2,Sissiak,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.1202583333333333 10.736888333333331, 0.1205910579157882 10.736919770688075, 0.1205417786876277 10.737511508161715, 0.120482547024475 10.73801304483541, 0.12023 10.737998333333334, 0.1202034221123233 10.737607134884604, 0.1202166666666667 10.73718, 0.1202583333333333 10.736888333333331)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6759,Savanes,Tandjoaré,Tandjoaré 2,Sissiak,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.1070816666666667 10.712431666666665, 0.10721 10.712021666666665, 0.10686 10.711773333333333, 0.106705 10.712196666666667, 0.1070816666666667 10.712431666666665)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_675a,Savanes,Tandjoaré,Tandjoaré 1,Nandoga,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.2422589953320726 10.650018715748352, 0.2415 10.649809999999999, 0.2417433333333333 10.648768333333331, 0.2419404415521496 10.648780127237137, 0.2421568089825283 10.649554211957003, 0.2422589953320726 10.650018715748352)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_675b,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,N/a,Nsp,Nsp,"MULTIPOLYGON (((-0.0089033333333333 10.738598333333334, -0.0088916666666667 10.738529999999999, -0.0089866666666667 10.738495, -0.0089883333333333 10.738495, -0.0090583333333333 10.738716666666669, -0.0089516666666667 10.738753333333333, -0.0089033333333333 10.738598333333334)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_675c,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,N/a,Nsp,Nsp,"MULTIPOLYGON (((-0.0087116666666667 10.738678333333333, -0.0086066666666667 10.738503333333332, -0.0086066666666667 10.738503333333332, -0.0086433333333333 10.738511666666666, -0.0086483333333333 10.738511666666666, -0.0088316666666667 10.73842, -0.0088316666666667 10.738416666666668, -0.008865 10.73838, -0.0088633333333333 10.73838, -0.0089083333333333 10.73851, -0.0088683333333333 10.738533333333331, -0.0088683333333333 10.738533333333331, -0.0088816666666667 10.738603333333334, -0.0088816666666667 10.738601666666666, -0.0087116666666667 10.738678333333333)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_675d,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,N/a,Nsp,Nsp,"MULTIPOLYGON (((-0.00875 10.738876666666666, -0.00879 10.738879999999998, -0.00879 10.738879999999998, -0.0088383333333333 10.739023333333334, -0.0088383333333333 10.739023333333334, -0.0086016666666667 10.739145, -0.008575 10.739171666666667, -0.0085733333333333 10.739170000000001, -0.0085183333333333 10.73905, -0.0085166666666667 10.73905, -0.0085133333333333 10.738976666666668, -0.0085133333333333 10.738978333333334, -0.0085133333333333 10.738978333333334, -0.00875 10.738876666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_675e,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Tanepo,"MULTIPOLYGON (((0.5104383333333333 10.692965, 0.5103816666666667 10.693113333333335, 0.5103983333333333 10.693221666666666, 0.510325 10.693276666666668, 0.5107483333333334 10.693381666666669, 0.5109916666666667 10.693405, 0.5109933333333333 10.693405, 0.51108 10.693178333333332, 0.511095 10.693173333333334, 0.5111466666666666 10.692943333333336, 0.5111450000000001 10.692943333333336, 0.5111450000000001 10.692943333333336, 0.5105716666666666 10.692784999999999, 0.5105733333333333 10.692784999999999, 0.5105216666666667 10.692825000000001, 0.5104766666666667 10.692923333333333, 0.5104766666666667 10.692921666666667, 0.5104383333333333 10.692965)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_675f,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,N/a,Cooperative production,Nadoboini,"MULTIPOLYGON (((0.6140006720107261 10.11116358130003, 0.6131265500152562 10.111550212182642, 0.6129710571602927 10.111163581300032, 0.6137989515502329 10.11076434288864, 0.6140006720107261 10.11116358130003)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6760,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2564166666666667 10.776728333333331, 0.2564166666666667 10.776723333333333, 0.2564566666666667 10.776313333333333, 0.2564566666666667 10.776313333333333, 0.2563216666666667 10.776276666666668, 0.2563233333333334 10.776274999999998, 0.2562216666666667 10.776498333333333, 0.2562233333333334 10.776498333333333, 0.2561033333333333 10.77649, 0.256105 10.77649, 0.25605 10.776856666666667, 0.2560516666666667 10.776856666666667, 0.2561133333333333 10.776755, 0.2561133333333333 10.776755, 0.2564166666666667 10.776728333333331)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6761,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Goundo,"MULTIPOLYGON (((0.5108183333333334 10.693726666666665, 0.5111483333333333 10.693746666666668, 0.5111483333333333 10.693746666666668, 0.511105 10.694230000000001, 0.511105 10.694230000000001, 0.5106883333333333 10.694286666666668, 0.5106883333333333 10.694286666666668, 0.5106883333333333 10.694286666666668, 0.51055 10.6942, 0.51055 10.6942, 0.5105216666666667 10.694131666666665, 0.5105216666666667 10.694131666666665, 0.510515 10.694033333333334, 0.5105616666666667 10.693990000000001, 0.51056 10.693990000000001, 0.5105999999999999 10.693765, 0.5105999999999999 10.693765, 0.5106516666666666 10.693790000000002, 0.5108183333333334 10.693726666666665)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6762,Savanes,Tandjoaré,Tandjoaré 2,Sissiak,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.1181916666666667 10.740848333333334, 0.11812 10.741109999999999, 0.1181066666666667 10.741249999999999, 0.11804 10.74123666666667, 0.117885 10.741185, 0.1177466666666667 10.741186666666666, 0.1174633333333333 10.741143333333332, 0.1174766666666667 10.74108, 0.1173983333333333 10.740965000000001, 0.11738 10.740945, 0.1173966666666667 10.740833333333335, 0.117375 10.7407, 0.1174 10.740425, 0.1174583333333334 10.740238333333332, 0.117525 10.74029, 0.1176083333333333 10.740355, 0.11769 10.740418333333333, 0.1179083333333333 10.740601666666665, 0.1180433333333333 10.740711666666668, 0.1181516666666667 10.740811666666666, 0.1181916666666667 10.740848333333334)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6763,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2560916666666667 10.775858333333334, 0.2561907717664203 10.775593581989853, 0.2563831227596518 10.775654198812394, 0.2563633333333333 10.775683333333332, 0.2564466666666667 10.775716666666664, 0.25633 10.775990000000002, 0.2564166666666667 10.776138333333332, 0.256455 10.776301666666665, 0.2562566666666667 10.776236666666668, 0.2562866666666667 10.776048333333332, 0.2560916666666667 10.775858333333334)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6764,Savanes,Tône,Tône 3,Warkambou,N/a,Nsp,Nsp,"MULTIPOLYGON (((-0.0582633333333333 10.782748333333332, -0.0583966666666667 10.782524999999998, -0.058695 10.781988333333334, -0.0587516666666667 10.781861666666668, -0.0588833333333333 10.781616666666666, -0.058965 10.781479999999998, -0.0590083333333333 10.781393333333332, -0.0591816666666667 10.781143333333334, -0.0592733333333333 10.78096, -0.0589666666666667 10.780838333333334, -0.0586033333333333 10.780738333333334, -0.058305 10.780701666666667, -0.0581383333333333 10.780705000000001, -0.0580916666666667 10.781005, -0.058025 10.781393333333332, -0.057915 10.781813333333332, -0.0578366666666667 10.782228333333334, -0.0577783333333333 10.782406666666668, -0.0581533333333333 10.782721666666665, -0.0582633333333333 10.782748333333332)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6765,Savanes,Tône,Tône 3,Warkambou,N/a,Nsp,Nsp,"MULTIPOLYGON (((-0.0589 10.775630000000001, -0.0588983333333333 10.775883333333335, -0.05865 10.77589, -0.058645 10.775785, -0.0583766666666667 10.775791666666665, -0.05844 10.775526666666668, -0.0586916666666667 10.775571666666668, -0.0589 10.775630000000001)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6766,Savanes,Tandjoaré,Tandjoaré 1,Boulogou,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.2411271220784877 10.650529575577629, 0.2412966666666667 10.649861666666668, 0.241789259823726 10.6499742957136, 0.2418816666666667 10.649956666666666, 0.2417583333333333 10.650540000000001, 0.2411271220784877 10.650529575577629)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6767,Savanes,Tandjoaré,Tandjoaré 1,Nandoga,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.2406216666666667 10.650364999999999, 0.2407939819570248 10.649750729840308, 0.2403282317275283 10.64957783589518, 0.2402701373110223 10.649910951751528, 0.2402281115629115 10.650229234990897, 0.2406216666666667 10.650364999999999)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6768,Savanes,Tandjoaré,Tandjoaré 2,Sissiak,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.1136133333333333 10.740403333333331, 0.11287 10.740338333333334, 0.1127983333333333 10.740863333333333, 0.11386 10.741026666666668, 0.1136099758834831 10.740398866972047, 0.1136133333333333 10.740403333333331)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6769,Savanes,Oti,Oti 2,Galangashie,N/a,"{Cooperative production,tontine}",Poloungbo,"MULTIPOLYGON (((0.2274166666666667 10.460703333333333, 0.2270466666666667 10.461628333333332, 0.2274633333333333 10.461719999999998, 0.2275933333333333 10.461528333333336, 0.2288616666666667 10.461973333333333, 0.2290083333333333 10.461265, 0.2274216666666667 10.460666666666668, 0.2274166666666667 10.460703333333333)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_676a,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,N/a,Nsp,Nsp,"MULTIPOLYGON (((-0.0113587512764901 10.73982619235646, -0.0112276038444702 10.739336575276921, -0.011078970088181 10.7393418211742, -0.0110352542775077 10.739243897758291, -0.0110177679532384 10.739173952461217, -0.0108866205212185 10.73907428041288, -0.0105508830952475 10.73899559195367, -0.0102571128475229 10.73863537367372, -0.0100577687508527 10.738530455728101, -0.0099493535403829 10.73830837940988, -0.0098531787569016 10.738282149923478, -0.0097535067085665 10.737839745919466, -0.0097598273713033 10.737606542765374, -0.0103653131609859 10.737506775220485, -0.010275866396601 10.737840480456844, -0.010551087210093 10.737909285660217, -0.0107987859422359 10.738328997400794, -0.011153132739607 10.738855357206598, -0.0116106873420375 10.73984959239534, -0.0113587512764901 10.73982619235646)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_676b,Savanes,Tandjoaré,Tandjoaré 2,Sissiak,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.1055366666666667 10.71236, 0.1056383333333333 10.712204999999999, 0.106005 10.712475, 0.10589 10.712675, 0.1058866666666667 10.712666666666667, 0.1055366666666667 10.71236)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_676c,Savanes,Tandjoaré,Tandjoaré 2,Sissiak,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.1056466666666667 10.7122, 0.106015 10.712475, 0.1060866666666667 10.712303333333333, 0.105775 10.712016666666667, 0.1056466666666667 10.7122)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_676d,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4724183333333333 10.324885, 0.47308 10.324813333333333, 0.4729916666666666 10.323976666666665, 0.4723766666666667 10.324021666666665, 0.4724183333333333 10.324885)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_676e,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4261983333333334 10.368273333333333, 0.4262533333333333 10.368981666666667, 0.426685 10.368973333333335, 0.4266308367224342 10.368686163818104, 0.4266241971685747 10.368679939236364, 0.426590999399277 10.368216830354665, 0.4261967758888668 10.368272436618241, 0.4261983333333334 10.368273333333333)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_676f,Savanes,Oti,Oti 1,Mango,N/a,"{Cooperative production,tontine}",Nsp,"MULTIPOLYGON (((0.4886233333333333 10.320471666666666, 0.4877256240659618 10.320675303743483, 0.4875669591721938 10.319781769868053, 0.4885022469670366 10.319727489772816, 0.4886233333333333 10.320471666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6770,Savanes,Tandjoaré,Tandjoaré 2,Sissiak,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.1065033333333333 10.71259, 0.106715 10.712204999999999, 0.1070833333333333 10.712451666666668, 0.1069880665193366 10.71248896073629, 0.1066927774486474 10.712753672536346, 0.1065033333333333 10.71259)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6771,Savanes,Tandjoaré,Tandjoaré 2,Sissiak,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.1063766666666667 10.712805, 0.106715 10.713063333333332, 0.1067183333333333 10.713068333333334, 0.1068220104195987 10.71289976318562, 0.1065034478466159 10.712590664540535, 0.1063766666666667 10.712805)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6772,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,N/a,Cooperative production,Nipoukini,"MULTIPOLYGON (((0.62374 10.479598333333335, 0.6230183333333333 10.480083333333335, 0.6229166666666667 10.479786666666666, 0.6228516666666667 10.479720000000002, 0.6228183333333334 10.479618333333333, 0.6227466666666667 10.479508333333335, 0.6227433333333334 10.47941, 0.6229816666666667 10.479276666666665, 0.6231116666666666 10.479156666666665, 0.6234933333333333 10.479028333333334, 0.62374 10.479598333333335)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6773,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2555724831098205 10.77331148290813, 0.2555011124475788 10.77321632202514, 0.2554312286741338 10.773217808913936, 0.2554267680077436 10.773189558026798, 0.2553881088990293 10.773122648030942, 0.255524902668326 10.773051277368703, 0.2557137375455074 10.772724161833429, 0.2558163328724799 10.772734570055006, 0.255569509332227 10.773321891129703, 0.255569509332227 10.773321891129703, 0.2555724831098205 10.77331148290813)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6774,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.255924550005311 10.772774146436669, 0.255866733071961 10.773175463974042, 0.2556898812758316 10.773340979116576, 0.2557193565751864 10.773458880313997, 0.2556547376496776 10.773496291270868, 0.255693282271911 10.773521231908784, 0.2558565300837227 10.773403330711364, 0.2559630946275442 10.772786616755631, 0.2559630946275442 10.772786616755631, 0.2559630946275442 10.772786616755631, 0.2559630946275442 10.772786616755631, 0.2559630946275442 10.772786616755631, 0.255924550005311 10.772774146436669)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6775,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Pogno,N/a,Cooperative production,Mondo,"MULTIPOLYGON (((0.5348266666666667 10.894133333333333, 0.5348616666666667 10.893705, 0.534265 10.893656666666667, 0.5343816666666666 10.894115, 0.5348266666666667 10.894133333333333, 0.5348266666666667 10.894133333333333)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6776,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2548916666666667 10.772428333333334, 0.2551066666666666 10.771438333333332, 0.2552766666666666 10.771451666666668, 0.2553316666666667 10.771418333333335, 0.2554333333333334 10.771460000000001, 0.2552783333333333 10.772481666666666, 0.255185 10.772463333333333, 0.2551783333333333 10.772469999999998, 0.2548816666666667 10.772448333333333, 0.2548916666666667 10.772428333333334)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6777,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2551033333333334 10.771365, 0.2545033333333334 10.771323333333331, 0.2544133333333333 10.771713333333333, 0.2550233333333333 10.771761666666665, 0.2551033333333334 10.771365)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6778,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2573866666666666 10.776518333333335, 0.2576983333333333 10.776645, 0.2576616666666667 10.776793333333334, 0.2577133333333334 10.7768, 0.2576633333333333 10.777053333333333, 0.2574966666666666 10.777011666666665, 0.25751 10.776990000000001, 0.2574666666666667 10.77696, 0.2575 10.776886666666666, 0.25728 10.776703333333334, 0.2573866666666666 10.776518333333335)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6779,Savanes,Tandjoaré,Tandjoaré 2,Sissiak,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.1041316666666667 10.712943333333332, 0.1040266666666667 10.713111666666668, 0.103675 10.712845, 0.103805 10.712663333333333, 0.1041316666666667 10.712943333333332)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_677a,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.0889266666666667 11.075066666666665, 0.0891483333333333 11.074586666666669, 0.089445 11.074466666666668, 0.0896616666666667 11.074523333333332, 0.0896133333333333 11.075046666666667, 0.0890833333333333 11.075321666666666, 0.0890383333333333 11.076113333333334, 0.08913 11.077318333333334, 0.088735 11.07719666666667, 0.0889266666666667 11.075066666666665)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_677b,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.0894083333333333 11.074475, 0.0891533333333333 11.074558333333334, 0.0892066666666667 11.07411, 0.0894483333333333 11.073733333333333, 0.0898516666666667 11.073803333333334, 0.0897383333333333 11.074216666666667, 0.0897116666666667 11.074395, 0.0897633333333333 11.074450000000002, 0.0894666666666667 11.074456666666666, 0.0894083333333333 11.074475)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_677c,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2572751002457391 10.776700875364408, 0.2574021624149598 10.776472407810134, 0.2573028950952562 10.776401546215759, 0.2573984971600784 10.776197208256125, 0.2574892122183922 10.776008753067645, 0.2573511542845275 10.775964159133254, 0.2572222594878662 10.775922314140027, 0.2570927538153913 10.77588474527749, 0.257012423645908 10.775860615682856, 0.256917737894806 10.775831293643805, 0.2568279391502126 10.77580716404917, 0.2568230521437041 10.775883218087957, 0.2568160270718481 10.775996535551375, 0.2568090019999921 10.77611199108014, 0.2568013660523227 10.776210647524032, 0.2567943409804667 10.77631907798094, 0.2567867050327972 10.776435449823424, 0.256777236457687 10.776581449142864, 0.2569922647440603 10.776569231626594, 0.2569922647440603 10.776569231626594, 0.2570118127700942 10.776454081535737, 0.2570652644037808 10.776508144045234, 0.257124824795603 10.776564955495896, 0.2572751002457391 10.776700875364408)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_677d,Savanes,Tône,Tône 4,Korbongou,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.3039266666666667 10.924138333333334, 0.30329 10.923868333333333, 0.3032033333333333 10.924105, 0.3036966666666667 10.924478333333331, 0.303697285787258 10.924474853138808, 0.3039266666666667 10.924138333333334)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_677e,Savanes,Tône,Tône 4,Korbongou,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.303855 10.924253333333334, 0.30456 10.92448, 0.3041766666666666 10.925199999999998, 0.3039333333333333 10.925075, 0.3040666666666666 10.924703333333332, 0.3037233333333334 10.924463333333332, 0.3038576477954494 10.924252385989528, 0.303855 10.924253333333334)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_677f,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,N/a,"{Cooperative production,tontine}",Lampouguini,"MULTIPOLYGON (((0.0908133333333333 11.074463333333332, 0.0915566666666667 11.074513333333334, 0.0916183333333333 11.074255, 0.0910633333333333 11.074208333333335, 0.0910033333333333 11.074208333333335, 0.0909416666666667 11.074233333333332, 0.09086 11.074196666666667, 0.0908133333333333 11.074463333333332)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6780,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2544016666666666 10.765146666666665, 0.2544233333333333 10.765438333333334, 0.2546 10.765451666666669, 0.2546483333333333 10.765233333333333, 0.2544021446918009 10.76514626388044, 0.2544021446918009 10.76514626388044, 0.2544021446918009 10.76514626388044, 0.2544016666666666 10.765146666666665)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6781,Savanes,Tône,Tône 3,Tami,N/a,"{Cooperative production,tontine}",Minguigba,"MULTIPOLYGON (((0.0313216666666667 10.877481666666664, 0.0316483333333333 10.877381666666668, 0.0316666666666667 10.877376666666665, 0.03168 10.877361666666665, 0.0319333333333333 10.877278333333333, 0.0319433333333333 10.87727, 0.03229 10.87721166666667, 0.0323066666666667 10.87721166666667, 0.0323066666666667 10.87721166666667, 0.0323066666666667 10.87721166666667, 0.0332133333333333 10.877410000000001, 0.0334216666666667 10.877415000000001, 0.03366 10.877426666666668, 0.03366 10.877426666666668, 0.0336633333333333 10.877428333333334, 0.0337133333333333 10.878301666666667, 0.033715 10.878303333333333, 0.03361 10.878350000000001, 0.0329416666666667 10.878081666666667, 0.03294 10.878084999999999, 0.0329008194834257 10.878124547324607, 0.0329002713099969 10.878122902804321, 0.0329002713099969 10.878122902804321, 0.0329002713099969 10.878122902804321, 0.0329002713099969 10.878122902804321, 0.0329002713099969 10.878122902804321, 0.0313216666666667 10.877481666666664)))"
