FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,exploitation_nom,exploitation_annee,terrain,geometry
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_269f,Savanes,Tône,Tône 4,Sanfatoute,GNIBONGUE,Plantation d'Acacia de Tchilyem,2005,Prive - individuel,POINT (0.2925783562670651 11.0234751675326)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26a0,Kara,Assoli,Assoli 3,Soudou,SOUDOU,Plantation Ouro-djobo,1999,Prive - individuel,POINT (1.362145 9.371606666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26a1,Kara,Assoli,Assoli 3,Soudou,Essowazina,Plantation Lossou,1997,Prive - individuel,POINT (1.38356 9.363438333333333)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26a2,Kara,Assoli,Assoli 3,Soudou,SOUDOU,Plantation Ouro-adjeï,2010,Prive - Collectivite coutumiere,POINT (1.3839166666666667 9.361911666666666)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26a3,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Tchakourdou,2006,Prive - individuel,POINT (1.3276216666666667 9.362926666666668)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26a4,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Tchani,1963,Prive - individuel,POINT (1.3248533333333334 9.36587)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26a5,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Tchani,1993,Prive - individuel,POINT (1.3225149393744438 9.36664994380522)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26a6,Kara,Assoli,Assoli 3,Soudou,TOUBONOHOU,Plantation Tchaniley,2019,Nsp,POINT (1.3310333333333333 9.437368333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26a7,Kara,Assoli,Assoli 3,Soudou,TOUBONOHOU,Plantation Tchaniley,2019,Nsp,POINT (1.3317883333333334 9.440868333333333)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26a8,Kara,Assoli,Assoli 3,Soudou,TOUBONOHOU,Plantation Tchakordou,1998,Nsp,POINT (1.3352866666666667 9.433806666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26a9,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Alimandjay,2001,Prive - individuel,POINT (1.3277887768452727 9.383495750949294)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26aa,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Alimandjay,1990,Prive - individuel,POINT (1.3271780127480337 9.390741752961192)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26ab,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Alimandjay,2015,Prive - individuel,POINT (1.3263183161426406 9.392730773495549)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26ac,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Alimandjay,1990,Prive - individuel,POINT (1.3269605090662755 9.388647244805181)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26ad,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Boukari,2000,Prive - individuel,POINT (1.3323099999999999 9.399796666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26ae,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Tchabebou,2018,Prive - individuel,POINT (1.3304942452379571 9.373990263697179)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26af,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Tchabebou,2018,Prive - individuel,POINT (1.3320244351979382 9.377963859305511)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26b0,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Tchero,2005,Prive - individuel,POINT (1.3307716666666667 9.373413333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26b1,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Adam,2017,Prive - individuel,POINT (1.336646863621122 9.369163898977435)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26b2,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Tchabebou,2005,Prive - individuel,POINT (1.3311051995984682 9.376300783789024)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26b3,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Tchabebou,2005,Prive - individuel,POINT (1.330993769283066 9.372334420541666)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26b4,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Moussa,1990,Prive - individuel,POINT (1.3346572748908527 9.365032505920436)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26b5,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Tchakorodou,2017,Prive - individuel,POINT (1.3298999999999999 9.366921666666666)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26b6,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Pantation Adom,1993,Prive - individuel,POINT (1.3296133333333333 9.367283333333335)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26b7,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Alafari,2018,Prive - individuel,POINT (1.3310333333333333 9.368125)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26b8,Kara,Assoli,Assoli 3,Soudou,TOUBONOHOU,Plantation Tchero,2014,Nsp,POINT (1.33628 9.437786666666666)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26b9,Kara,Assoli,Assoli 3,Soudou,TOUBONOHOU,Plantation Tchero,2014,Nsp,POINT (1.3343116666666668 9.437774999999998)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26ba,Kara,Assoli,Assoli 3,Soudou,TOUBONOHOU,Plantation Tchero,2014,Nsp,POINT (1.3319916666666667 9.435585)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26bb,Kara,Assoli,Assoli 3,Soudou,KOLIZO,Plantation Abodji,2019,Prive - individuel,POINT (1.324885083241542 9.413508931592041)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26bc,Kara,Assoli,Assoli 3,Soudou,Kolo,Plantation Alimandjaye,2000,Prive - individuel,POINT (1.3127189193201159 9.358803491064165)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26bd,Kara,Assoli,Assoli 3,Soudou,Kolo,Plantation Alimandjaye,1995,Prive - individuel,POINT (1.3113973444954354 9.358958838643808)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26be,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Alimandjaye,2012,Prive - individuel,POINT (1.3299183306578048 9.354102411070524)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26bf,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Biao,2011,Prive - individuel,POINT (1.3386334638083908 9.354858399434962)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26c0,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Biao,2010,Prive - individuel,POINT (1.3406016666666667 9.35502)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26c1,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Biao Ouro Takpara,2005,Prive - individuel,POINT (1.3425466113670985 9.358323992077029)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26c2,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Idrissou,2001,Prive - individuel,POINT (1.3418684784833068 9.362729775321359)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26c3,Kara,Assoli,Assoli 3,Soudou,KOLIZO,Plantation Abodji,2015,Prive - individuel,POINT (1.3231535615143912 9.411900888593454)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26c4,Kara,Assoli,Assoli 3,Soudou,KOLO,Plantation Alimandjaye,2012,Prive - individuel,POINT (1.3056046176496339 9.356272113548641)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26c5,Kara,Assoli,Assoli 3,Soudou,KOLO,Plantation Alimandjaye,2008,Prive - individuel,POINT (1.3055566452189136 9.354798885474516)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26c6,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Alimandjaye,2019,Prive - individuel,POINT (1.3289295061124113 9.35276536332088)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26c7,Kara,Assoli,Assoli 3,Soudou,GANDE AZAKPAYA,Plantation Alimadjaye,2005,Prive - individuel,POINT (1.329248832998474 9.402240305573134)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26c8,Kara,Assoli,Assoli 3,Soudou,GANDE AZAKPAYA,Plantation Alimadjaye,2005,Prive - individuel,POINT (1.3262237409678048 9.40091615432843)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26c9,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Alimadjaye,2002,Prive - individuel,POINT (1.3290183801800135 9.35582205193134)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26ca,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Alimadjaye,2002,Prive - individuel,POINT (1.3312612820235463 9.35273122376371)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26cb,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Alimadjaye,2016,Prive - individuel,POINT (1.3319716177636591 9.352627249534809)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26cc,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Adam,2017,Prive - individuel,POINT (1.3326201006513503 9.352901127854638)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26cd,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Adam,2017,Prive - individuel,POINT (1.3289544114628327 9.354357769545402)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26ce,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Adam,2017,Prive - individuel,POINT (1.327011663763202 9.355678813953087)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26cf,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Abokou,2012,Prive - individuel,POINT (1.3336726968468695 9.355444978391457)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26d0,Kara,Assoli,Assoli 3,Soudou,SOUDOU GANDE,Plantation Abokou,2007,Prive - individuel,POINT (1.341901481614771 9.363632045761657)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26d1,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Aboukou,2011,Prive - individuel,POINT (1.3427855437155807 9.36383701075362)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26d2,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Tchassanti,2005,Prive - individuel,POINT (1.3128621225679693 9.354075411482407)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26d3,Kara,Assoli,Assoli 3,Soudou,GANDE,Plantation Ouro-egbeleou,2012,Prive - individuel,POINT (1.3132001985660058 9.353904090471058)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26d4,Kara,Assoli,Assoli 3,Soudou,BOUZRI,Plantation Tchaïza,2009,Prive - individuel,POINT (1.259954917239912 9.289182309146701)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26d5,Kara,Kozah,Kozah 2,Bohou,BOHOU-TCHAMDE,Plantation Bohou Tchamde,1998,Prive - individuel,POINT (1.1681 9.62401)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26d6,Kara,Bassar,Bassar 1,Bassar,KPINKESSI,Plantation Gbarre,1994,Prive - individuel,POINT (0.7677426749138039 9.260538148381222)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26d7,Kara,Bassar,Bassar 1,Bassar,Kalanga,Plantation Agnoni,2017,Prive - Collectivite coutumiere,POINT (0.6833081394683609 9.207405166156088)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26d8,Kara,Bassar,Bassar 1,Bassar,Kadjouli,Plantation Kpante,2017,Prive - Collectivite coutumiere,POINT (0.6579283333333333 9.188664999999999)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26d9,Kara,Bassar,Bassar 1,Bassar,Takodo,Plantation Dakagni,2017,Prive - individuel,POINT (0.65252166035718 9.205774693914638)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26da,Kara,Bassar,Bassar 1,Bassar,BOUNGBA,Plantation Tchagba,2017,Prive - individuel,POINT (0.6687183333333333 9.18641)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26db,Kara,Bassar,Bassar 1,Bassar,TAKOLDO,Plantation Aniki,2017,Prive - individuel,POINT (0.6498292973684163 9.208525342455227)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26dc,Kara,Bassar,Bassar 1,Bassar,WAMANE,Plantation Nadjombe,2015,Prive - individuel,POINT (0.7398212026833522 9.316828882294795)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26dd,Kara,Bassar,Bassar 1,Bassar,WAMANE,Plantation Nadja,2017,Prive - individuel,POINT (0.7389246629995105 9.318641865762471)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26de,Kara,Bassar,Bassar 1,Bassar,WAMANE,Plantation Benoi,2017,Prive - individuel,POINT (0.7410069731642525 9.318547192601008)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26df,Kara,Bassar,Bassar 1,Bassar,WAMANE,Plantation Nibombe,2005,Prive - individuel,POINT (0.7408689334848826 9.320308555428083)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26e0,Kara,Bassar,Bassar 1,Bassar,WAMANE,Plantation Nissao,2010,Prive - individuel,POINT (0.7390122247720091 9.321282813984345)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26e1,Kara,Bassar,Bassar 1,Bassar,WAMANE,Plantation Nakpane,1980,Prive - individuel,POINT (0.7415998581081094 9.315796739473807)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26e2,Kara,Bassar,Bassar 1,Bassar,WAMANE,Plantation Nakpane,2016,Prive - individuel,POINT (0.738851649799974 9.3152937861325)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26e3,Kara,Bassar,Bassar 1,Bassar,WAMANE,Plantation Kagberi,2015,Prive - individuel,POINT (0.7439705553318934 9.317974347926354)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26e4,Kara,Bassar,Bassar 1,Bassar,WAMANE,Plantation Kagberi,2013,Prive - individuel,POINT (0.7402083333333334 9.324986666666666)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26e5,Kara,Bassar,Bassar 1,Bassar,WAMANE,Plantation Nakpane,2010,Prive - individuel,POINT (0.7421019140371494 9.322278094418913)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26e6,Kara,Bassar,Bassar 1,Bassar,Binanwaliba,Plantation Kpimbiki,1950,Prive - Collectivite coutumiere,POINT (0.7614888099178838 9.256886657687247)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26e7,Kara,Bassar,Bassar 1,Bassar,GMATCHA,Plantation Oubokoula,1970,Prive - Collectivite coutumiere,POINT (0.7722059161513424 9.273290184177364)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26e8,Kara,Bassar,Bassar 1,Bassar,AKEITA,Plantation Goungou,2014,Prive - individuel,POINT (0.9065266666666666 9.274271666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26e9,Kara,Bassar,Bassar 1,Bassar,TCHATCHAMINADE,Plantation Tata,2016,Prive - individuel,POINT (0.9068372162663138 9.293102680491225)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26ea,Kara,Bassar,Bassar 1,Bassar,TCHATCHAMINADE,Plantation Zakari,2013,Prive - individuel,POINT (0.9071386670727554 9.290080881034939)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26eb,Kara,Bassar,Bassar 1,Bassar,TCHATCHAMINADE,Plantation Momoga,2015,Prive - individuel,POINT (0.9068426414362201 9.283129059781826)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26ec,Kara,Bassar,Bassar 1,Bassar,TCHATCHAMINADE,Plantation Ouro-sama,2016,Prive - individuel,POINT (0.9075503275108323 9.281840312054424)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26ed,Kara,Bassar,Bassar 1,Bassar,TCHATCHAMINADE,Plantation Body,2016,Prive - individuel,POINT (0.9098390778239553 9.282809628902584)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26ee,Kara,Bassar,Bassar 1,Bassar,TCHATCHAMINADE,Plantation Tchagole,2017,Prive - individuel,POINT (0.9097327305458243 9.280070862366738)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26ef,Kara,Bassar,Bassar 1,Bassar,TCHATCHAMINADE,Plantation Tchatchibara,2017,Prive - individuel,POINT (0.9117495819537839 9.285570378510293)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26f0,Kara,Bassar,Bassar 1,Bassar,BIKPASSIBA,Plantation,2000,Prive - individuel,POINT (0.7580508728679219 9.245397210362082)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26f1,Kara,Bassar,Bassar 1,Bassar,BIKOTIBA,Plantation Kodjo,2007,Prive - individuel,POINT (0.7486870064896018 9.244357678149457)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26f2,Kara,Bassar,Bassar 1,Bassar,KAKPALE,Plantation Kodjo,2005,Prive - individuel,POINT (0.7191983710675284 9.250177011778936)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26f3,Kara,Bassar,Bassar 1,Bassar,Bikpassiba,Plantation Tagbe,1998,Prive - Collectivite coutumiere,POINT (0.7623291111546711 9.24695314359641)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26f4,Kara,Bassar,Bassar 1,Bassar,Bikotiba,Plantation Kodjo,2007,Prive - Collectivite coutumiere,POINT (0.7477755427097446 9.245472869988143)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26f5,Kara,Bassar,Bassar 1,Bassar,Kakpale,Plantation Kodjo,2005,Prive - Collectivite coutumiere,POINT (0.7206854269577629 9.248740347597991)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26f6,Kara,Bassar,Bassar 1,Bassar,Kapale,Plantation Kodjo,2017,Prive - Collectivite coutumiere,POINT (0.7217869960313626 9.245075569451789)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26f7,Kara,Bassar,Bassar 1,Bassar,NANGBANI,Plantation Boubouli,1996,Prive - individuel,POINT (0.8031970052573417 9.292863451855986)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26f8,Kara,Bassar,Bassar 1,Bassar,NANGBANI,Plantation Boubouli,1996,Prive - individuel,POINT (0.804954006770994 9.29497293226609)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26f9,Kara,Bassar,Bassar 1,Bassar,KIBEDIPOU,Plantation Yawanke,2016,Prive - individuel,POINT (0.794020492741129 9.246955927194211)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26fa,Kara,Bassar,Bassar 1,Bassar,AKEÏTA,Plantation Agbo,2018,Prive - individuel,POINT (0.9023111058658698 9.302682339265825)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26fb,Kara,Bassar,Bassar 1,Bassar,AKEÏTA,Plantation Toroukpabo,2018,Prive - individuel,POINT (0.9049644834659697 9.313955384391111)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26fc,Kara,Bassar,Bassar 1,Bassar,AKEÏTA,Plantation Tchasanti,2018,Prive - individuel,POINT (0.9195260179963807 9.301313291148844)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26fd,Kara,Bassar,Bassar 1,Bassar,AKEÏTA,Plantation Adjana,2018,Prive - individuel,POINT (0.9225701991424735 9.297391163763756)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26fe,Kara,Bassar,Bassar 1,Bassar,AKEÏTA,Plantation Ourosalem,2018,Prive - individuel,POINT (0.9238788161338551 9.299632898549747)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_26ff,Kara,Bassar,Bassar 1,Bassar,AKEÏTA,Plantation Badawara,2018,Prive - individuel,POINT (0.9202162775497348 9.300034353914253)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2700,Kara,Bassar,Bassar 1,Kalanga,INABA,Plantation CPAD,2015,autre,POINT (0.661823262870698 9.296993320931646)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2701,Kara,Bassar,Bassar 1,Kalanga,Kalanga,Plantation Gnandi,2012,Prive - Collectivite coutumiere,POINT (0.6887654862071876 9.279181251729925)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2702,Kara,Bassar,Bassar 1,Kalanga,Kalanga,Plantation Potikpen,2019,Prive - individuel,POINT (0.6928317369704192 9.276316599382094)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2703,Kara,Bassar,Bassar 1,Kalanga,KALANGA,Plantation Gnandi,2018,Prive - individuel,POINT (0.6874533081810584 9.283218766574741)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2704,Kara,Bassar,Bassar 1,Kalanga,WAMANE,Plantation Nadjombe,2016,Prive - individuel,POINT (0.7371160568258793 9.318817870802725)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2705,Kara,Bassar,Bassar 1,Kalanga,WAMANE,Plantation Nadjombe,2005,Prive - individuel,POINT (0.7378921664853322 9.317542412041186)
