FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,exploitation_nom,exploitation_annee,terrain,geometry
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e2e,Maritime,Avé,Avé 1,Tovégan,ANYAVE,Plantation de Palmierd'atou,1981,Prive - individuel,POINT (0.8994616666666667 6.60881)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e2f,Maritime,Avé,Avé 1,Tovégan,ANYAVE,Plantation de Palmier Adjogble,1981,Prive - individuel,POINT (0.9010066666666667 6.6010083333333345)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e30,Maritime,Avé,Avé 1,Tovégan,ANYAVE,Plantation de Palmier Vigbedo,2009,Prive - individuel,POINT (0.8868716666666666 6.61177)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e31,Maritime,Avé,Avé 1,Tovégan,AZIKOPE,Plantation de Techeraie D'anato,1988,Prive - individuel,POINT (0.8726183333333334 6.592746666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e32,Maritime,Avé,Avé 1,Ando,EKPOKOPE,Plantation Bagniab,2010,Prive - individuel,POINT (0.7853941757670211 6.544251025104548)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e33,Maritime,Avé,Avé 1,Zolo,DJOGBEKOPE,Plantation de Teck de Tekou Amedjogbe,2006,Prive - individuel,POINT (0.8924966666666666 6.350208333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e34,Maritime,Avé,Avé 1,Zolo,KAVE,Plantation de Palmierde Alaga,Nsp,Prive - individuel,POINT (0.9088508123414308 6.3656408387329355)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e35,Maritime,Avé,Avé 1,Zolo,Tsiviépé,Plantation de Fruit de La Passion de Adjayi,Nsp,Prive - individuel,POINT (0.8908111770668365 6.4169380440701165)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e36,Maritime,Bas-Mono,Bas-Mono 1,Kpétsou,KATSIHOE,Plantation de Teck de Djiwonou,Nsp,Prive - individuel,POINT (1.5531389373211517 6.527145093544421)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e37,Maritime,Avé,Avé 1,Zolo,Tsiviépé,Plantation de Fruit de La Passion de Assigbley,2018,Prive - individuel,POINT (0.8922096030631277 6.417461422212214)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e38,Maritime,Avé,Avé 1,Edzi,FERME PELEYIKOPE,Plantation de Techeraie de Masoumalé,2000,Prive - individuel,POINT (0.8692183333333333 6.402721666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e39,Maritime,Avé,Avé 1,Edzi,HOUNSSENOU,Plantation de Banane Plantain de Koudolo,1991,Prive - individuel,POINT (0.8741593193984569 6.383832791987394)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e3a,Maritime,Avé,Avé 1,Edzi,AVALIVA,Plantation de Palmier Blukoassi,2016,Prive - individuel,POINT (0.8680141379398527 6.376216080339361)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e3b,Maritime,Avé,Avé 1,Edzi,FOFOKOPE,Plantation D'orangier D'aziantroga,2019,Prive - individuel,POINT (0.8689520697246863 6.398395354080567)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e3c,Maritime,Avé,Avé 1,Edzi,FOFOKOPE,Plantation de Palmierde Adjossou,2015,Prive - individuel,POINT (0.8679141381771597 6.3992506756096805)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e3d,Maritime,Avé,Avé 1,Edzi,ALAWOGBE,Plantation de Palmierde Gbadago,2007,Prive - individuel,POINT (0.8737653777130235 6.378937881808512)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e3e,Maritime,Avé,Avé 1,Zolo,DEVEGOU,Plantation de Palmier Ablometi,Nsp,Prive - individuel,POINT (0.9150416666666668 6.3616399999999995)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e3f,Maritime,Avé,Avé 1,Edzi,AKLOLOME,Plantation de Palmierde Blukossi,2015,Prive - individuel,POINT (0.8640131443720217 6.387778193920912)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e40,Maritime,Avé,Avé 1,Edzi,AKLOLOME,Plantation de Palmier dzinake,2011,Prive - individuel,POINT (0.8590514440491972 6.386022700741373)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e41,Maritime,Avé,Avé 1,Edzi,AVALIVA,Plantation de Palmier Akpegnon,2009,Prive - individuel,POINT (0.8647670893194274 6.378219366318739)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e42,Maritime,Avé,Avé 1,Edzi,HOUNSSENOU,Plantation de Palmier Adjgo,2000,Prive - individuel,POINT (0.874553929768248 6.382213816546175)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e43,Maritime,Avé,Avé 1,Edzi,SODEKOPE,Plantation D'orangier de Soudi,2014,Prive - individuel,POINT (0.8685439895469668 6.396305330246387)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e44,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,KPOGANPEME,Plantation Koudjodji,Nsp,Prive - Collectivite coutumiere,POINT (1.5996600138259593 6.430360067305532)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e45,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Boloupeme,Plantation Kloutse,2001,Prive - Collectivite coutumiere,POINT (1.5995834712573653 6.4263422138034985)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e46,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,BOLOUPEME,Plantation Adossou,2001,Prive - Collectivite coutumiere,POINT (1.598636861400917 6.426359030247837)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e47,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,KLOLOGO,Plantation de Palmier Klologo,2000,Prive - individuel,POINT (1.588601666666667 6.415728333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e48,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,KLOLOGO LOGOVE,Plantation de Eucalyptus de Logove,2015,Prive - individuel,POINT (1.5867916666666668 6.436294999999999)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e49,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,KLOLOGO LOGOVE,Plantation de Eucalyptus de Logove,2015,Prive - individuel,POINT (1.5858883333333333 6.436896666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e4a,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,DZREKPO DJOULASSA,Plantation de Togble Komlavi Et de Koudouagbe Koffi,2008,Prive - individuel,POINT (1.574405279076468 6.4778930110238795)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e4b,Plateaux,Kloto,Kloto 1,Agome-Kpalime,DUGAN,Plantation Ahialoho,2019,Prive - individuel,POINT (0.6149294246824784 6.905817552823063)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e4c,Plateaux,Kloto,Kloto 1,Agome-Kpalime,DUGAN,Plantation de Palmier Woglo,2001,Prive - individuel,POINT (0.61784 6.905856666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e4d,Maritime,Avé,Avé 2,Badja,DJOKOPE,Plantation de Palmier et Teck de Agbo,2004,Prive - individuel,POINT (1.0409216666666665 6.432678333333333)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e4e,Maritime,Avé,Avé 2,Badja,KPETOWUI,Plantation Teck de Assagba,2019,Prive - individuel,POINT (1.0382456740972725 6.428002129130374)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e4f,Maritime,Avé,Avé 2,Badja,AZIABOUKOPE,Plantation Teck de Tchohoin,2019,Prive - individuel,POINT (1.0431736129867297 6.423550924933685)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e50,Maritime,Avé,Avé 2,Badja,DJOKOPE,Plantation de Teck,2012,Prive - individuel,POINT (1.028091175532918 6.436006587275038)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e51,Maritime,Avé,Avé 2,Badja,BAGBE,Plantation Petit,1997,Prive - individuel,POINT (1.0039983333333333 6.347435)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e52,Maritime,Avé,Avé 2,Badja,LANDOKOPE,Plantation Landokope,Nsp,Nsp,POINT (1.0133141939764498 6.355039154428461)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e53,Maritime,Avé,Avé 2,Badja,KOUDJRAGBE,Plantation Francklin,2005,Prive - individuel,POINT (0.9988157529875752 6.3527705275933215)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e54,Maritime,Avé,Avé 2,Badja,LANDOKOPE,Plantation Nadiere,2005,Prive - individuel,POINT (1.0219799999999999 6.355220000000001)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e55,Maritime,Bas-Mono,Bas-Mono 1,Kpétsou,Dzrekpo Hagou,Plantation de Teck de Hounvi,Nsp,Prive - individuel,POINT (1.5687954917655151 6.490446406857437)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e56,Centrale,Blitta,Blitta 1,Waragni,LANZI,Plantation Adiki,2016,Prive - individuel,POINT (1.045876171888205 8.2491995793789)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e57,Centrale,Blitta,Blitta 1,Waragni,MALIKA,Plantation d'Anacades Malika,2000,Prive - individuel,POINT (1.039903712955436 8.27300327716383)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e58,Centrale,Blitta,Blitta 1,Waragni,ADJIGBE,Plantation de Teck de Mossou,2003,Prive - individuel,POINT (0.9824266666666667 8.238521666666665)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e59,Centrale,Blitta,Blitta 1,Waragni,ADJIGBE,Plantation d'Anacades de Sokou,2016,Prive - individuel,POINT (0.9798912738364532 8.232888369848146)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e5a,Centrale,Blitta,Blitta 1,Waragni,ADJIGBE,Plantation d'Anacades de Sokoutchapa,2010,Prive - individuel,POINT (0.9826870646357105 8.232646039621114)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e5b,Centrale,Blitta,Blitta 1,Waragni,ADJIGBE,Plantation de Mouletou,2016,Prive - individuel,POINT (0.9956122160138869 8.238385272657405)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e5c,Maritime,Vo,Vo 3,Dzrékpo,TOKPLI,Plantation Ets Bakou Et Fils,2016,Prive - individuel,POINT (1.5482099999999996 6.377188333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e5d,Maritime,Vo,Vo 3,Dzrékpo,Atchansi,Plantation Ametoko,Nsp,Prive - individuel,POINT (1.5480116868956948 6.448536974302932)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e5e,Maritime,Vo,Vo 3,Dzrékpo,Atchanssi,Plantation de Palmier Ametoko,Nsp,Prive - individuel,POINT (1.5474945634368205 6.448723025565426)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e5f,Maritime,Vo,Vo 3,Dzrékpo,Atchannssi,Plantation de Palmier Ametoko,Nsp,Prive - individuel,POINT (1.5374335391162486 6.448799160610257)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e60,Maritime,Vo,Vo 3,Dzrékpo,Atchanssi,Plantation de Faux Teck Ametoko,Nsp,Prive - individuel,POINT (1.5420691372901731 6.451185966583656)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e61,Maritime,Vo,Vo 3,Dzrékpo,Atchanssi,Plantation de Teck Ametoko,Nsp,Prive - individuel,POINT (1.544427685063297 6.4521088670439495)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e62,Maritime,Vo,Vo 3,Dzrékpo,Dzrekpo,Plantation du Lycee de Dzrekpo,Nsp,Domaine prive de l Etat ou des collectivites territoriales,POINT (1.5660255380235513 6.478216133305906)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e63,Maritime,Vo,Vo 3,Dzrékpo,KLOLOGO,Plantation de Palmier Klologo,2008,Prive - individuel,POINT (1.5893211933581264 6.412639628085677)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e64,Maritime,Vo,Vo 3,Dzrékpo,PELAPEME,Plantation de Palmier Pelapeme,2012,Prive - individuel,POINT (1.59264 6.401988333333333)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e65,Maritime,Vo,Vo 3,Dzrékpo,KLOLOGO,Plantation de Eucalyptus,2002,Prive - individuel,POINT (1.5731097122688862 6.410301040576912)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e66,Maritime,Vo,Vo 3,Dzrékpo,YOHONOU,Plantation de Sn Teck,Nsp,Prive - individuel,POINT (1.5664014943916422 6.455432715112541)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e67,Centrale,Tchaoudjo,Tchaoudjo 3,Amaïde,AMAÏDE HAUT,Plantation Zamari,2012,Prive - individuel,POINT (1.1907782738671402 9.187154278013978)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e68,Centrale,Tchaoudjo,Tchaoudjo 3,Amaïde,AMAÏDE HAUT,Plantation Iyama,2004,Prive - individuel,POINT (1.1908960438850136 9.184905174943164)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e69,Centrale,Tchaoudjo,Tchaoudjo 3,Amaïde,Amaïde-ho,Plantation Tchakedjeri,2015,Prive - individuel,POINT (1.1966904828058045 9.174701299126852)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e6a,Centrale,Tchaoudjo,Tchaoudjo 3,Amaïde,Amaïde-mô,Plantation Koinzi,2004,Prive - individuel,POINT (1.1211148149292285 9.132864977949877)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e6b,Centrale,Tchaoudjo,Tchaoudjo 3,Amaïde,AMAÏDE HAUT,Plantation Akondo,2007,Prive - individuel,POINT (1.1956853095721895 9.176877615819688)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e6c,Centrale,Tchaoudjo,Tchaoudjo 3,Amaïde,knizaou,Plantation Agropastoral,2015,Prive - individuel,POINT (1.1671056478497541 9.15580837844768)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e6d,Centrale,Tchaoudjo,Tchaoudjo 3,Amaïde,TCHAVALEM,Plantation Tchagodomou,2004,Prive - individuel,POINT (1.1984883333333334 9.180978333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e6e,Centrale,Tchaoudjo,Tchaoudjo 3,Amaïde,AMAOUDE,Plantation Tchadjobo,2002,Prive - individuel,POINT (1.1249016666666667 9.15591)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e6f,Centrale,Tchaoudjo,Tchaoudjo 3,Amaïde,Amaoude,Plantation Adjemini Souleman,1997,Prive - individuel,POINT (1.1317909327050593 9.14468771711346)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e70,Centrale,Tchaoudjo,Tchaoudjo 3,Amaïde,AMOUDE,Plantation Ali,2005,Prive - individuel,POINT (1.13287 9.148318333333332)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e71,Centrale,Tchaoudjo,Tchaoudjo 3,Amaïde,Kodjokende,Plantation Esso,2015,Prive - individuel,POINT (1.1569012588610619 9.163379690325753)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e72,Centrale,Tchaoudjo,Tchaoudjo 3,Amaïde,KOLINA,Plantation Kpelafia,2013,Prive - individuel,POINT (1.171747398428441 9.12727798272031)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e73,Centrale,Tchaoudjo,Tchaoudjo 3,Amaïde,KOLINA,Plantation Pelafia,2019,Prive - individuel,POINT (1.1689347021428467 9.128359406072937)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e74,Maritime,Vo,Vo 1,Vogan,PEDAKONDJI,Plantation de Cocotiers Atayi,Nsp,Prive - individuel,POINT (1.5347966666666664 6.321456666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e75,Maritime,Vo,Vo 1,Vogan,HOUNLOKOE,Plantation de Cocotiers Awoukou,1992,Prive - individuel,POINT (1.5651883333333334 6.294803333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e76,Maritime,Vo,Vo 1,Vogan,Pedakondji,Plantation de Cocotiers Locoh,1940,Prive - individuel,POINT (1.5386499999999999 6.31657)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e77,Maritime,Vo,Vo 1,Vogan,Keta Hounlokoe,Plantation de Cocotiers Et Bananiers Sekpona,Nsp,Prive - individuel,POINT (1.5658166666666669 6.295485)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e78,Maritime,Vo,Vo 1,Vogan,ADAKPOKONDJI,Plantation de Teck Sn,Nsp,Prive - individuel,POINT (1.4817342281250594 6.371730218160055)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e79,Maritime,Vo,Vo 1,Vogan,GAGBLE,Plantation Ets Bakou Et Fils,2013,Prive - individuel,POINT (1.5251566666666667 6.36373)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e7a,Maritime,Vo,Vo 1,Vogan,Legbanou,Plantation de Palmier Collectivite Kondo 1,1970,Prive - individuel,POINT (1.5247516666666665 6.378823333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e7b,Maritime,Vo,Vo 1,Vogan,Legbanou,Plantation de Palmier Collectivite Kondo 2,1970,Prive - individuel,POINT (1.5250249999999999 6.379511666666668)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e7c,Maritime,Vo,Vo 1,Vogan,ADJODOGOU,Plantation de Manguier Agbemon,Nsp,Nsp,POINT (1.5706544066451298 6.321475355297109)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e7d,Maritime,Vo,Vo 1,Vogan,BAME,Plantation de Palmier Fiosse,Nsp,Prive - individuel,POINT (1.5142333333333335 6.334410000000001)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e7e,Maritime,Vo,Vo 1,Vogan,GBEKEME,Plantation du Rejeppat,2010,Domaine public de l Etat ou des collectivites territoriales,POINT (1.5274316847596732 6.327057688555039)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e7f,Maritime,Vo,Vo 1,Vogan,Gbekeme,Plantation Ferme Zoto,2005,Prive - individuel,POINT (1.5280619789595349 6.3274190672442945)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e80,Maritime,Vo,Vo 1,Vogan,TETEKONDJI,Plantation Papayeraie Didier,Nsp,Nsp,POINT (1.5434466666666666 6.302065000000001)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e81,Maritime,Vo,Vo 1,Vogan,KETA SOKPOE,Plantation de La Canne à Sucre Bruno,Nsp,Prive - individuel,POINT (1.5465283333333333 6.298253333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e82,Maritime,Vo,Vo 1,Vogan,KETA SOKPOE,Plantation Cocoteraie Epoussiho,Nsp,Prive - individuel,POINT (1.5481366666666667 6.297043333333333)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e83,Maritime,Vo,Vo 1,Vogan,KETA SOKPOE,Plantation de La Canne à Sucre Wassekoi,2020,autre,POINT (1.5477616666666667 6.296253333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e84,Maritime,Vo,Vo 1,Vo-Koutimé,AYATA,Plantation de Manguier de Agnron,1990,Prive - individuel,POINT (1.5643454594889796 6.334538511124139)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e85,Maritime,Vo,Vo 1,Vo-Koutimé,AGBLEGAN,Plantation de Palmier Sodji,Nsp,Prive - Collectivite coutumiere,POINT (1.5547419203367878 6.352639602626283)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e86,Maritime,Vo,Vo 1,Vo-Koutimé,LOGODOME,Plantation de Palmier Kpatogbe,Nsp,autre,POINT (1.557915419676544 6.344234804140962)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e87,Maritime,Vo,Vo 1,Vo-Koutimé,ADAGBEVI,Plantation de Palmier Koudjonou,Nsp,Prive - individuel,POINT (1.5642616666666669 6.3542250000000005)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e88,Maritime,Vo,Vo 1,Vo-Koutimé,ADAGBEVI,Plantation de Palmier Amewonovi,Nsp,Prive - individuel,POINT (1.565032621686056 6.355768968218313)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e89,Maritime,Vo,Vo 1,Vo-Koutimé,ADAGBEVI,Plantation de Palmier Afandolo,Nsp,autre,POINT (1.563686666666667 6.355445)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e8a,Maritime,Vo,Vo 1,Vo-Koutimé,DAGBEVI,Plantation de Palmier Afandolo,Nsp,autre,POINT (1.5614475814488895 6.353942403601469)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e8b,Maritime,Vo,Vo 1,Vo-Koutimé,KOUTIME,Plantation de Canne A Sucre Lansoude,Nsp,Nsp,POINT (1.5694983333333337 6.363784999999999)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e8c,Maritime,Vo,Vo 1,Vo-Koutimé,KOUTIME,Plantation de Ecalptus de La Propriete de La Collectivite Esse,Nsp,Nsp,POINT (1.5664840454531428 6.3669891958270135)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e8d,Maritime,Vo,Vo 1,Vo-Koutimé,GLOPE HAGOUME,Plantation de Cocotiers Glope Hagoume,Nsp,Prive - individuel,POINT (1.6034831586731755 6.366892357086147)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e8e,Maritime,Vo,Vo 1,Vo-Koutimé,KOUTIME,Plantation de Palmier et Cocotiers Avounato,Nsp,Prive - individuel,POINT (1.5673150000000002 6.369325)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e8f,Maritime,Vo,Vo 1,Vo-Koutimé,BADAKOPE,Plantation de Palmier Afantchaonou,Nsp,autre,POINT (1.5790349999999997 6.362781666666666)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e90,Maritime,Vo,Vo 1,Vo-Koutimé,ATTISSOGBE,Plantation de La Canne à Sucre de Mensanh,2017,autre,POINT (1.5726066666666667 6.380303333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e91,Maritime,Vo,Vo 1,Vo-Koutimé,SOKO BALIME,Plantation de Palmier Adjignon,Nsp,Prive - individuel,POINT (1.5816416666666668 6.359183333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e92,Maritime,Vo,Vo 1,Vo-Koutimé,SOKO BALIME,Plantation de Palmier Adjignon,Nsp,Prive - individuel,POINT (1.583690535188052 6.358802894691432)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e93,Maritime,Vo,Vo 1,Vo-Koutimé,SOKO BALIME,Plantation de Palmier Attilago,Nsp,Prive - individuel,POINT (1.5865016666666667 6.358855)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e94,Maritime,Vo,Vo 1,Vo-Koutimé,SOKO BALIME,Plantation de Palmier Attilago,Nsp,Prive - individuel,POINT (1.5848883333333332 6.361071666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e95,Maritime,Vo,Vo 1,Vo-Koutimé,Kponou,Plantation de Eucalyptus de Kponou,2000,Prive - individuel,POINT (1.5749272357480568 6.4064348212013815)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e96,Maritime,Vo,Vo 1,Vo-Koutimé,SALAME,Plantation de La Canne à Sucre Hoieansou,2018,Prive - individuel,POINT (1.5802233333333333 6.340176666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e97,Maritime,Vo,Vo 1,Vo-Koutimé,ADJODOGOU,Plantation de La Canne à Sucre Sans Nom,Nsp,Nsp,POINT (1.5778508761303136 6.332739484279402)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e98,Maritime,Vo,Vo 2,Togoville,JEAN PAUL II,Plantation Abiassi,2019,Prive - individuel,POINT (1.4830117692888312 6.244645809270098)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_1e99,Maritime,Vo,Vo 2,Togoville,Gbledji,Plantation d'Eucalyptus Gbledji,Nsp,Prive - individuel,POINT (1.4905615121800793 6.263886863379317)
