FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,cooperative_nom,cooperative_statut,cooperative_type,geometry
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6698,Maritime,Zio,Zio 3,Agbélouvé,Kplaba,Coopérative Groupement Ayele Gbadji,"{Cooperative production,tontine}",Nsp,POINT (1.0980626610873012 6.748253540965651)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6697,Maritime,Zio,Zio 3,Agbélouvé,Tokpevia,Coopérative Motogman,{tontine},Nsp,POINT (1.0596109010862504 6.775550050552513)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6696,Maritime,Avé,Avé 1,Tovégan,Hekpe,Coopérative lolonyo,"{Cooperative production,Cooperative transformation}",Cooperative avec conseil d administration,POINT (0.9205616666666666 6.616036666666668)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6695,Maritime,Zio,Zio 3,Agbélouvé,Kpeve,Coopérative Groupement Lafia Npal,{tontine},Nsp,POINT (1.0323053679188707 6.810955542109552)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6694,Kara,Assoli,Assoli 3,Soudou,Alidè,Coopérative Groupement D'arsalam,"{Cooperative production,entraide}",Nsp,POINT (1.3560216666666705 9.360218333333341)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6693,Maritime,Yoto,Yoto 3,Sendome,Drekpon,Coopérative Mawugnon,"{Cooperative production,tontine,entraide}",Nsp,POINT (1.606600320832315 6.8168593182977935)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6692,Maritime,Zio,Zio 3,Agbélouvé,Agbelouve Marche,Coopérative Groupement Novissi,{Cooperative transformation},Nsp,POINT (1.1695849999999999 6.678966666666672)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6691,Maritime,Yoto,Yoto 3,Tométy-Kondji,N/a,Coopérative etoile Verte,Nsp,Nsp,POINT (1.5292062697485784 6.792054801835694)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6690,Maritime,Zio,Zio 3,Gamé-Sèva,Boga,Coopérative Groupement Kadaï,{Cooperative production},Nsp,POINT (1.2116933333333308 6.666475000000002)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-668f,Maritime,Avé,Avé 1,Tovégan,Teraxoe,Coopérative Teraxoe,{entraide},Cooperative simple,POINT (0.9049354847241602 6.676019977237122)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-668e,Maritime,Zio,Zio 3,Agbélouvé,Adjrala Kope,Coopérative Ugpc A Mayugnyo,{Cooperative production},Nsp,POINT (1.149321666666669 6.687533333333329)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-668d,Maritime,Zio,Zio 3,Gamé-Sèva,Afoudome,Coopérative Groupement De Production Dr Coton,{Cooperative production},Nsp,POINT (1.2147500000000009 6.666023333333339)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-668c,Maritime,Avé,Avé 1,Tovégan,Azi Kope,Coopérative Aglenyon,{Cooperative production},Cooperative avec conseil d administration,POINT (0.8809333333333333 6.591598333333334)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-668b,Maritime,Zio,Zio 3,Agbélouvé,Game Lili,Coopérative Groupement De Production Mignon De Game Lili,{Cooperative production},Nsp,POINT (1.086919580259971 6.693097323438732)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-668a,Maritime,Avé,Avé 1,Tovégan,Atti Tomefa,Coopérative Miwoenenyo,{Cooperative production},Nsp,POINT (0.8435900000000001 6.572168333333334)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6689,Maritime,Zio,Zio 3,Agbélouvé,Game Lili,Coopérative Groupement Miwenegnon De Game Lili,{Cooperative production},Nsp,POINT (1.0869764308998298 6.693027542295039)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6688,Maritime,Bas-Mono,Bas-Mono 2,Agome-Glozou,Avegbo,Coopérative Mokpokpo Avegbo,{Cooperative production},Nsp,POINT (1.694445 6.541873333333332)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6687,Maritime,Avé,Avé 1,Tovégan,Nyokui Kpota,Coopérative Alafia la Sante,{Cooperative production},Cooperative avec conseil d administration,POINT (0.9059200000000001 6.579156666666667)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6686,Maritime,Zio,Zio 3,Agbélouvé,Game Lili,Coopérative Alognon De Game Lili,{Cooperative production},Nsp,POINT (1.0870076432607596 6.69302502000624)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6685,Maritime,Avé,Avé 1,Tovégan,Nyamessiva,Coopérative Todekaviwo,{Cooperative production},Cooperative simple,POINT (0.8518633333333334 6.582181666666666)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6684,Maritime,Avé,Avé 1,Tovégan,Hekpe,Coopérative Hekpe,{Cooperative production},Cooperative simple,POINT (0.9214572266557858 6.617185187544681)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6683,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Ogaro,N/a,Coopérative Up Coton Coop Ca Kpendjal,Nsp,Nsp,POINT (0.4524417950683832 10.743478653844747)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6682,Maritime,Zio,Zio 3,Agbélouvé,Game Lili,Coopérative Groupement Noutifafa De Game Lili,{Cooperative production},Nsp,POINT (1.0869790622640505 6.69306788370078)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6681,Maritime,Zio,Zio 3,Agbélouvé,Agokpe,Coopérative Groupement De Production De Riz,{Cooperative production},Nsp,POINT (1.0610221500207302 6.685922802739631)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6680,Maritime,Zio,Zio 3,Agbélouvé,Avatl,Coopérative Groupement Lololgnou,{Cooperative production},Nsp,POINT (1.1153216666666705 6.68261)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-667f,Maritime,Zio,Zio 3,Agbélouvé,Avati,Coopérative Groupement Gpc D Avati,{Cooperative production},Nsp,POINT (1.1173448560727204 6.6847870358864885)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-667e,Maritime,Zio,Zio 3,Agbélouvé,Atiho,Coopérative Groupement Adra,{Cooperative production},Nsp,POINT (1.1497167037675793 6.667633455690099)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-667d,Maritime,Zio,Zio 3,Agbélouvé,Game Kove,Coopérative Novissi,{Cooperative production},Nsp,POINT (1.1246944561981604 6.658463831384921)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-667c,Maritime,Zio,Zio 3,Agbélouvé,Game Kove,Coopérative Zomie,{Cooperative transformation},Nsp,POINT (1.1246732818447989 6.658469059274131)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-667b,Maritime,Zio,Zio 3,Agbélouvé,Avati,Coopérative Gbenodou,{Cooperative production},Nsp,POINT (1.1153271007490904 6.68177425524363)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-667a,Maritime,Zio,Zio 3,Agbélouvé,Game Kove,Coopérative Ceci,{tontine},Nsp,POINT (1.1246875257442612 6.658477554546852)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6679,Maritime,Zio,Zio 3,Agbélouvé,Agbodjokpoe,Coopérative Adakavi,{tontine},Nsp,POINT (1.1568781431703619 6.6590619889603815)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6678,Plateaux,Agou,Agou 1,Agou-Tavié,Agou Klonou,Coopérative Bibime,{Cooperative transformation},Nsp,POINT (0.678254513705666 6.836929891059411)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6677,Savanes,Tône,Tône 1,Bidjenga,Kamonlagou,Coopérative Treliman,{autre},Cooperative simple,POINT (0.27922 10.713193333333333)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6676,Maritime,Bas-Mono,Bas-Mono 2,Agome-Glozou,Kadzave Zogbe,Coopérative Novissi,{Cooperative production},Nsp,POINT (1.6733733333333334 6.538631666666667)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6675,Savanes,Tône,Tône 4,Korbongou,Lamouane,Coopérative Montoaban,"{entraide,small business}",Cooperative simple,POINT (0.3082883333333333 10.921375000000001)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6674,Plateaux,Amou,Amou 2,Kpatégan,Kpategan,Coopérative Pouwemdeou,{Cooperative production},Nsp,POINT (1.0460801265114505 7.326991094171499)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6673,Maritime,Zio,Zio 3,Gamé-Sèva,Avedze,Coopérative Association Des Cultivateurs,Nsp,Nsp,POINT (1.2388307657376598 6.673061132945451)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6672,Maritime,Vo,Vo 1,Vogan,Adankpokondji,Coopérative Bon Berger,{Cooperative production},Cooperative avec conseil d administration,POINT (1.4759566666666668 6.376821666666666)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6671,Maritime,Zio,Zio 3,Agbélouvé,Atargbe,Coopérative Groupement Solim,Nsp,Nsp,POINT (1.0240520842721206 6.772510665281478)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6670,Savanes,Tône,Tône 4,Louanga,Louanga Centre,Coopérative Tintorliebe,{entraide},Nsp,POINT (0.3231833333333333 10.906058333333332)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-666f,Plateaux,Moyen-Mono,Moyen-Mono 2,Katomé,Agogome,Coopérative Association Mawulolo,{Cooperative production},Nsp,POINT (1.631938333333332 7.35056)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-666e,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Zogo,Coopérative Association des Jardiniers du Togo,{Cooperative production},Cooperative simple,POINT (1.2094734666065239 6.242395280746134)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-666d,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Demakpoe,Coopérative Nouvelle Aube,"{Cooperative production,autre}",Cooperative simple,POINT (1.2079002899388585 6.238831988749168)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-666c,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Madjikpeto,Coopérative Gbenodou de Madjikpeto,"{tontine,Cooperative production,entraide}",Cooperative simple,POINT (1.1368966666666669 6.262151666666667)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-666b,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Atchieme,Coopérative Vp (vouloir C'est Pouvoir ),"{Cooperative production,autre}",Cooperative simple,POINT (1.1405975536787707 6.25048990993603)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-666a,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Atchieme Epoukope,Coopérative Groupement Miotolawoe,{Cooperative production},Nsp,POINT (1.1417130184126294 6.250289644067841)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6669,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Dassakope,Coopérative Jedat-bio,{Cooperative production},Cooperative simple,POINT (1.1619124493254342 6.211318522669986)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6668,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Entreprise De L'union,Coopérative Rachete de Dieu,{Cooperative production},Cooperative simple,POINT (1.1684750000000002 6.219435000000001)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6667,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Entreprise De L'union,Coopérative Consus,"{Cooperative production,autre}",Cooperative simple,POINT (1.1687091016099378 6.219571626815019)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6666,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Akepedo,Coopérative Oscar D'ekepedo,{Cooperative production},Cooperative simple,POINT (1.1688908027330904 6.21677320627786)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6665,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Vakpossito,Coopérative Sjd,{Cooperative production},Cooperative simple,POINT (1.1690767511933247 6.213238129709684)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6664,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Vakpossito,Coopérative Bio-challenge,{Cooperative production},Cooperative simple,POINT (1.166332820138888 6.215195252393606)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6663,Plateaux,Amou,Amou 2,Amou-Oblo,Akloua Kope,Coopérative Izaledou,{Cooperative production},Nsp,POINT (0.953395 7.332381666666667)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6662,Maritime,Zio,Zio 3,Agbélouvé,Agokpala,Coopérative Dekawowo,{Cooperative production},Nsp,POINT (0.9351383333333334 6.761305000000002)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6661,Plateaux,Anié,Anié 2,Atchinédji,Dame,Coopérative Agricole Lonlongnon,"{Cooperative production,tontine}",Nsp,POINT (1.41546734105733 7.68306333687502)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6660,Plateaux,Wawa,Wawa 2,Ekéto,Agadja,Coopérative Edjigbo-ekele,{Cooperative production},Nsp,POINT (0.7853663297695331 7.502682791198208)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-665f,Centrale,Tchamba,Tchamba 3,Kaboli,Djama,Coopérative ESOP Mag Endak Sas,{ESOP},Nsp,POINT (1.5820327231386098 8.754576366511996)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-665e,Kara,Bassar,Bassar 1,Bassar,Kpalou,Coopérative Tewfema,Nsp,Cooperative simple,POINT (0.7481766666666666 9.162218333333334)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-665d,Kara,Binah,Binah 1,Boufalé,Keyakou,Coopérative Prenam,{Cooperative production},Nsp,POINT (1.3364449376532972 9.86194250067121)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-665c,Kara,Dankpen,Dankpen 3,Kidjabou,Nassibik,Coopérative Ninkpe,{autre},Cooperative avec conseil d administration,POINT (0.4743455113220182 9.715797131653526)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-665b,Kara,Doufelgou,Doufelgou 1,Massédéna,Koumde,Coopérative Paca De Koumde,Nsp,Nsp,POINT (1.2745908585929089 9.956523271148452)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-665a,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Kpetinga,Coopérative Gpc Kpetinga,{Cooperative production},Nsp,POINT (0.3729642267589329 10.781852065862008)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6659,Savanes,Oti,Oti 2,Tchanaga,Tchanaga,Coopérative Gpc Boukassou,{Cooperative production},Nsp,POINT (0.4906106027228216 10.500157326439131)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6658,Savanes,Tandjoaré,Tandjoaré 1,Bogou,Kounkogou,Coopérative Gpc Kounkogou,{autre},Nsp,POINT (0.1794883333333333 10.638490000000001)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6657,Savanes,Tandjoaré,Tandjoaré 2,Doukpergou,Bakos,Coopérative Gum Bakos,{tontine},Cooperative simple,POINT (0.0578345012803154 10.663198017932778)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6656,Savanes,Tandjoaré,Tandjoaré 2,Lokpano,Djapak,Coopérative Gobleman,{tontine},Nsp,POINT (0.11485 10.670931666666668)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6655,Savanes,Tône,Tône 3,Tami,N/a,Coopérative Gpc de Nawongue,{Cooperative production},Cooperative simple,POINT (0.0410666666666667 10.859241666666666)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6654,Savanes,Tône,Tône 4,Sanfatoute,Mogbale,Coopérative Gpc Mogbale,{Cooperative production},Cooperative simple,POINT (0.2883533333333334 10.992021666666668)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6653,Savanes,Tône,Tône 4,Sanfatoute,Gnimpiong,Coopérative Gpc Gnimpiong Centre,{Cooperative production},Cooperative simple,POINT (0.28807 10.996780000000001)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6652,Savanes,Tône,Tône 4,Sanfatoute,Gnimpiong,Coopérative Totilman,{autre},Cooperative simple,POINT (0.2880633333333333 10.996791666666665)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6651,Savanes,Tône,Tône 4,Sanfatoute,Gnimpiong,Coopérative Monyinibe,{autre},Cooperative simple,POINT (0.2848416666666667 11.00214)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6650,Savanes,Tône,Tône 4,Sanfatoute,Sanfatoute Centre,Coopérative Motaog-man de Tidonte,"{Cooperative production,Cooperative transformation}",Cooperative avec conseil d administration,POINT (0.2991111180435588 11.008617642261944)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-664f,Savanes,Tône,Tône 4,Sanfatoute,Tidone,Coopérative Monyabit de Sanfatoute,{Cooperative production},Cooperative simple,POINT (0.2992290995055336 11.008684659166237)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-664e,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Atidjin,Coopérative Aviculteurs et Bonheur,{Cooperative production},Cooperative simple,POINT (1.100825 6.235998333333333)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-664d,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Katanga,Coopérative Mawupe Nuse de Nuse Katanga,{Cooperative transformation},Cooperative simple,POINT (1.127988511746224 6.231992477636082)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-664c,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Dagboessito,Coopérative Cane,{Cooperative production},Cooperative simple,POINT (1.120792563213074 6.232209250915608)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-664b,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Zanguera,Coopérative Enuanyo de Zanguera,{Cooperative production},Cooperative simple,POINT (1.1202564987051797 6.236325648454055)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-664a,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Zanguera,Coopérative le Repaire du lapin Blanc,{Cooperative production},Cooperative simple,POINT (1.114711724038176 6.228352596602641)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6649,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Nsp,Coopérative Groupement Boudokio,"{entraide,tontine}",Nsp,POINT (1.125848333333331 6.254184999999999)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6648,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Adetikope,Coopérative Visionnaires,{Cooperative production},Cooperative avec conseil d administration,POINT (1.2254566666666666 6.329336666666667)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6647,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Kéréké,Coopérative ESOP Ananas Tsevie,"{Cooperative transformation,Cooperative production,ESOP}",Cooperative avec conseil d administration,POINT (1.2014505507011841 6.313370675684878)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6646,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Kpokpome,Coopérative Agro Global Services,"{Cooperative production,autre}",Cooperative simple,POINT (1.229239723863496 6.315364837526156)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6645,Maritime,Avé,Avé 1,Kévé,Keve Gar,Coopérative lumiere,{Cooperative production},Nsp,POINT (0.9342920742046116 6.4343047316128565)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6644,Maritime,Avé,Avé 1,Kévé,Apeyeme,Coopérative Basse Cour,"{Cooperative production,tontine,entraide}",Cooperative avec conseil d administration,POINT (0.913912569504702 6.425925980568624)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6643,Maritime,Avé,Avé 1,Kévé,Amake,Coopérative Balehan,{Cooperative production},Cooperative simple,POINT (0.9512533333333334 6.4180850000000005)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6642,Maritime,Avé,Avé 1,Kévé,Apeyime,Coopérative Nohiamy,{Cooperative production},Cooperative avec conseil d administration,POINT (0.9181766666666668 6.44005)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6641,Maritime,Avé,Avé 1,Kévé,Apeyeme,Coopérative Novissi,{Cooperative production},Cooperative avec conseil d administration,POINT (0.9217716666666667 6.443036666666666)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6640,Maritime,Avé,Avé 1,Kévé,Anyron,Coopérative Vovoli,{Cooperative production},Cooperative simple,POINT (0.9849227398838869 6.520169854845251)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-663f,Maritime,Avé,Avé 1,Kévé,Howuieve,Coopérative Mawussi,"{Cooperative production,Cooperative transformation,small business}",Nsp,POINT (0.9605466666666668 6.4445533333333325)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-663e,Maritime,Avé,Avé 1,Kévé,Awatome,Coopérative Gbenodou,{Cooperative production},Nsp,POINT (0.979165 6.46688)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-663d,Maritime,Avé,Avé 1,Kévé,Avedome,Coopérative Kpedonou,{Cooperative production},Nsp,POINT (0.981615 6.465996666666666)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-663c,Maritime,Avé,Avé 1,Kévé,Avedome,Coopérative Miwenegnon,{Cooperative production},Nsp,POINT (0.9820866666666667 6.464708333333334)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-663b,Maritime,Avé,Avé 1,Kévé,Dzogbepime,Coopérative le Temps,"{Cooperative production,entraide}",Cooperative simple,POINT (0.9635213390840083 6.443078918340528)
